"","name","height","weight","season","age","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp","w","l","min","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year"
"109","Carmelo_Anthony",80,240,"2019",34,"HOU","NBA","PF",10,294,10.9,0.513,0.529,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-1.3,-1.4,-2.7,-0.1,213,"HOU",10,4,6,29.4,10368,1.96,1.03,0.94,3.71,3.87,3.59,20,25534253,0,1
"110","Carmelo_Anthony",80,240,"2020",35,"POR","NBA","PF",50,1623,12.2,0.517,0.286,0.197,4,15.8,10,7,1.2,1.2,10.5,21.6,0.1,0.9,1,0.029,-1.9,-1.8,-3.7,-0.7,214,"POR",49,21,28,32.5,10967.5,2.08,1.09,0.98,3.62,3.75,3.49,331,2159029,0,1
"111","OG_Anunoby",79,232,"2018",20,"TOR","NBA","SF",74,1481,10,0.587,0.569,0.179,3.4,10.4,7,5,1.7,0.8,10.8,12.4,1.4,1.6,3,0.098,-1.2,0.6,-0.6,0.5,1274,"TOR",74,51,23,20,7912.9,1.5,0.78,0.72,4.54,4.71,4.36,334,1645200,1952760,0
"112","OG_Anunoby",79,232,"2019",21,"TOR","NBA","SF",67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2,0.07,-2.4,0.1,-2.4,-0.1,1275,"TOR",67,46,21,20.2,8365.3,1.58,0.83,0.75,4.37,4.59,4.15,342,1952760,2281800,0
"113","OG_Anunoby",79,232,"2020",22,"TOR","NBA","SF",63,1897,13.2,0.598,0.408,0.163,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,1.8,3.3,5.1,0.13,-0.9,1.8,0.9,1.4,1276,"TOR",62,44,18,30,11710.2,2.22,1.12,1.1,4.15,4.28,4.03,322,2281800,3872215,0
"123","DJ_Augustin",71,183,"2017",29,"ORL","NBA","PG",78,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-1.2,-1.8,-3,-0.4,284,"ORL",78,29,49,19.7,7093.7,1.34,0.74,0.6,4.1,4.43,3.75,144,7250000,7250000,0
"124","DJ_Augustin",71,183,"2018",30,"ORL","NBA","PG",75,1760,15.4,0.615,0.504,0.35,1.9,8.2,5,24.4,1.5,0,16.5,18.6,3.3,0.8,4.1,0.11,1,-1.2,-0.2,0.8,285,"ORL",75,23,52,23.5,8886.5,1.68,0.94,0.74,4.35,4.74,3.94,152,7250000,7250000,0
"125","DJ_Augustin",71,183,"2019",31,"ORL","NBA","PG",81,2269,15.7,0.616,0.459,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,5,1.9,6.9,0.146,1.1,-0.7,0.5,1.4,286,"ORL",79,40,39,27.9,10827.5,2.05,1.15,0.9,4.17,4.56,3.76,171,7250000,7250000,0
"126","DJ_Augustin",71,183,"2020",32,"ORL","NBA","PG",49,1215,14.2,0.548,0.438,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,1.8,0.8,2.6,0.101,-0.3,-1,-1.4,0.2,287,"ORL",49,25,24,24.8,9607.3,1.82,1.04,0.78,4.11,4.56,3.64,165,7250000,0,1
"127","Deandre_Ayton",83,250,"2019",20,"PHO","NBA","C",71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2,360,"PHX",71,17,54,30.7,11408.6,2.16,1.16,1,3.96,4.19,3.73,157,8165160,9562920,0
"128","Deandre_Ayton",83,250,"2020",21,"PHO","NBA","C",30,996,20.4,0.571,0.006,0.168,13.5,27,20.1,9.7,1,4.5,12.4,24.3,1.1,1.3,2.4,0.117,0.8,-0.4,0.5,0.6,361,"PHX",30,12,18,33.2,12495.5,2.37,1.25,1.12,3.98,4.26,3.71,132,9562920,10018200,0
"129","Dwayne_Bacon",78,221,"2018",22,"CHO","NBA","SG",53,713,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5,469,"CHA",53,25,28,13.4,5051.4,0.96,0.51,0.45,4.29,4.52,4.06,449,815615,1378242,0
"130","Dwayne_Bacon",78,221,"2019",23,"CHO","NBA","SG",43,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,470,"CHA",43,20,23,17.6,6764.9,1.28,0.68,0.6,4.06,4.32,3.79,432,1378242,1618520,0
"131","Dwayne_Bacon",78,221,"2020",24,"CHO","NBA","SG",39,687,6.1,0.419,0.275,0.217,2.3,14,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,471,"CHA",39,10,29,17.6,6738.3,1.28,0.68,0.59,4.06,4.3,3.82,397,1618520,0,1
"134","Ron_Baker",76,220,"2017",23,"NYK","NBA","SG",52,857,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6,1399,"NYK",52,14,38,16.5,6553.5,1.24,0.67,0.57,4.52,4.91,4.15,467,543471,0,1
"135","Ron_Baker",76,220,"2018",24,"NYK","NBA","SG",29,385,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2,1400,"NYK",28,11,17,13.1,5483.2,1.04,0.56,0.48,4.78,5.25,4.32,212,4328000,4544400,0
"136","Ron_Baker",76,220,"2019",25,"TOT","NBA","SG",15,152,2.5,0.309,0.65,0.3,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2,1401,"WAS",15,4,11,10.1,4643.7,0.88,0.46,0.42,4.79,4.88,4.69,220,4544400,0,1
"144","Harrison_Barnes",80,225,"2017",24,"DAL","NBA","PF",79,2803,16.3,0.541,0.173,0.22,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,2.5,2.1,4.6,0.078,0.4,-1.2,-0.8,0.8,604,"DAL",78,31,47,35.5,13324.9,2.52,1.4,1.12,4.28,4.52,4,20,22116750,23112004,0
"145","Harrison_Barnes",80,225,"2018",25,"DAL","NBA","PF",77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2,1.9,3.8,0.07,0.8,-1.3,-0.5,1,605,"DAL",77,24,53,34.2,13183.7,2.5,1.39,1.11,4.39,4.71,4.05,27,23112004,24107258,0
"146","Harrison_Barnes",80,225,"2019",26,"TOT","NBA","PF-SF",77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,2,1.6,3.6,0.068,-0.2,-1.2,-1.4,0.4,606,"SAC",77,34,43,32.9,13371.7,2.53,1.38,1.15,4.32,4.69,3.95,33,24107258,25102512,0
"147","Harrison_Barnes",80,225,"2020",27,"SAC","NBA","PF",64,2231,13.3,0.575,0.342,0.343,3,12.7,7.7,9.9,0.8,0.4,8.9,17.6,3.1,1.1,4.2,0.091,0,-1.2,-1.2,0.5,607,"SAC",63,28,35,34.9,13963.4,2.64,1.43,1.22,4.23,4.6,3.88,47,24147727,22215909,0
"152","Will_Barton",77,175,"2017",26,"DEN","NBA","SG",60,1705,15.5,0.547,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,2.5,0.8,3.3,0.093,1.2,-1,0.2,1,1676,"DEN",59,30,29,28.5,10446.4,1.98,1.08,0.9,4.18,4.6,3.77,236,3533333,3533333,0
"153","Will_Barton",77,175,"2018",27,"DEN","NBA","SG",81,2683,16.2,0.562,0.411,0.22,3,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,1677,"DEN",81,46,35,33.1,12052.6,2.28,1.24,1.04,4.21,4.57,3.85,229,3533333,0,1
"154","Will_Barton",77,175,"2019",28,"DEN","NBA","SF",43,1189,11,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0,1678,"DEN",43,27,16,27.6,10791.3,2.04,1.11,0.94,4.17,4.48,3.86,114,11830358,12960000,0
"155","Will_Barton",77,175,"2020",29,"DEN","NBA","SF",58,1916,15.7,0.549,0.39,0.18,4.4,16.8,10.6,16,1.6,1.4,9.9,20,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5,1679,"DEN",58,38,20,33,12835.6,2.43,1.3,1.13,4.14,4.35,3.92,97,12960000,13920000,0
"156","Keita_BatesDiop",80,229,"2019",23,"MIN","NBA","SF",30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2,933,"MIN",30,10,20,16.8,6754.2,1.28,0.67,0.61,4.22,4.38,4.07,460,838464,1416852,0
"157","Keita_BatesDiop",80,229,"2020",24,"TOT","NBA","SF",39,665,12.6,0.541,0.452,0.332,3.2,15,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2,934,"DEN",39,10,29,17.1,6743.8,1.28,0.7,0.58,4.19,4.51,3.86,431,1416852,1663861,0
"166","Jerryd_Bayless",75,200,"2017",28,"PHI","NBA","PG",3,71,8.7,0.453,0.156,0.313,4.6,14,9.3,29.4,0,0,19.8,27.7,-0.1,0,-0.1,-0.067,-2.1,-2.4,-4.4,0,783,"PHI",3,1,2,23.8,8957.3,1.7,0.97,0.73,4.28,4.77,3.77,113,9424084,9e+06,0
"167","Jerryd_Bayless",75,200,"2018",29,"PHI","NBA","SG",39,925,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-2.7,-0.2,-2.8,-0.2,784,"PHI",38,21,17,23.9,9029.7,1.71,0.9,0.81,4.29,4.57,4.02,132,9e+06,8575916,0
"168","Jerryd_Bayless",75,200,"2019",30,"MIN","NBA","PG",34,657,8.5,0.431,0.426,0.122,1.8,8.4,5,24.6,1.3,0.3,11.7,17.6,-0.2,0.2,0,-0.003,-2.9,-1.7,-4.6,-0.4,785,"MIN",34,15,19,19.3,7210.1,1.37,0.76,0.61,3.93,4.21,3.63,151,8575916,0,1
"173","Aron_Baynes",82,260,"2017",30,"DET","NBA","C",75,1163,13.1,0.57,0,0.337,10,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3,0.123,-3.2,0.5,-2.7,-0.2,101,"DET",75,34,41,15.5,5512.6,1.04,0.53,0.51,4.05,4.13,3.96,155,6500000,6500000,0
"174","Aron_Baynes",82,260,"2018",31,"BOS","NBA","C",81,1485,12,0.502,0.047,0.175,9.7,22.1,16,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3,0.097,-3.6,0.7,-2.9,-0.3,102,"BOS",78,51,27,18.4,6630.8,1.26,0.65,0.61,4.11,4.22,4,214,4328000,0,1
"175","Aron_Baynes",82,260,"2019",32,"BOS","NBA","C",51,821,14,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1,103,"BOS",51,32,19,16.1,6046.8,1.15,0.59,0.56,4.02,4.18,3.86,210,5193600,5453280,0
"176","Aron_Baynes",82,260,"2020",33,"PHO","NBA","C",42,934,15.1,0.581,0.441,0.197,8.3,20.2,14.1,11,0.5,2.2,10.8,21.1,1.3,0.7,2,0.103,-0.2,-0.9,-1.1,0.2,104,"PHX",41,19,22,22.3,8261.6,1.56,0.83,0.74,3.95,4.18,3.71,191,5453280,0,1
"181","Kent_Bazemore",76,195,"2017",27,"ATL","NBA","SF",73,1963,11.5,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2.1,1.1,-1,0.5,950,"ATL",73,39,34,26.9,10223.4,1.94,1,0.93,4.34,4.62,4.07,52,15730338,16910113,0
"182","Kent_Bazemore",76,195,"2018",28,"ATL","NBA","SG",65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17,22.5,0.2,2,2.2,0.059,-0.4,1,0.6,1.2,951,"ATL",64,19,45,27.5,10809.1,2.05,1.08,0.96,4.48,4.73,4.24,62,16910113,18089887,0
"183","Kent_Bazemore",76,195,"2019",29,"ATL","NBA","SG",67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1,952,"ATL",67,24,43,24.5,10135.4,1.92,1.01,0.91,4.36,4.71,4.03,59,18089887,19269662,0
"184","Kent_Bazemore",76,195,"2020",30,"TOT","NBA","SF-SG",64,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3,-0.4,953,"SAC",63,31,32,25.1,10342,1.96,1.05,0.91,4.37,4.62,4.1,55,19269662,0,1
"185","Darius_Bazley",80,208,"2020",19,"OKC","NBA","PF",53,909,8.1,0.475,0.435,0.204,2.7,20.7,12,4.3,1.1,3.3,13.8,14.1,-0.8,1.2,0.4,0.019,-3.1,0.6,-2.5,-0.1,329,"OKC",53,32,21,17.1,6644.1,1.26,0.65,0.6,4.21,4.42,3.99,321,2284800,2399160,0
"190","Bradley_Beal",75,207,"2017",23,"WAS","NBA","SG",77,2684,20.1,0.604,0.418,0.259,2.2,7.8,5,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.2,-1,3.3,3.5,154,"WAS",77,48,29,34.9,12840.6,2.43,1.28,1.15,4.19,4.54,3.86,15,22116750,23775506,0
"191","Bradley_Beal",75,207,"2018",24,"WAS","NBA","SG",82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,155,"WAS",82,43,39,36.3,13262.6,2.51,1.34,1.17,4.17,4.43,3.91,21,23775506,25434263,0
"192","Bradley_Beal",75,207,"2019",25,"WAS","NBA","SG",82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,156,"WAS",81,31,50,36.9,14516.8,2.75,1.46,1.29,4.19,4.53,3.85,23,25434263,27093019,0
"193","Bradley_Beal",75,207,"2020",26,"WAS","NBA","SG",57,2053,23.1,0.579,0.369,0.351,2.7,10.6,6.5,29.1,1.6,1,11.4,34.4,4.6,0.5,5.1,0.119,5.3,-2.4,2.9,2.5,157,"WAS",57,20,37,36,14181.7,2.69,1.47,1.21,4.18,4.62,3.74,34,27093019,28751775,0
"202","Michael_Beasley",81,235,"2017",28,"MIL","NBA","PF",56,935,17.8,0.584,0.106,0.259,5,18.9,12,9.9,1.5,2.5,12.7,25.3,0.8,1,1.8,0.092,0,-0.8,-0.8,0.3,1171,"MIL",56,23,33,16.7,6296.5,1.19,0.61,0.58,4.32,4.56,4.08,356,1403611,0,1
"203","Michael_Beasley",81,235,"2018",29,"NYK","NBA","PF",74,1653,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,1172,"NYK",73,23,50,22.1,8163.4,1.55,0.83,0.72,4.24,4.48,3.99,301,2116955,0,1
"204","Michael_Beasley",81,235,"2019",30,"LAL","NBA","PF",26,277,15.9,0.532,0.111,0.255,4.9,17.2,11.2,14.8,1.5,3,13.7,29.5,-0.1,0.4,0.2,0.039,-1.9,0.5,-1.5,0,1173,"LAL",26,11,15,10.7,4279.5,0.81,0.43,0.38,4.29,4.68,3.9,246,3500000,0,1
"205","Jordan_Bell",80,216,"2018",23,"GSW","NBA","C",57,809,18,0.641,0.022,0.238,8.9,19,14.3,16.9,2.1,5.5,20,13.9,1.6,1.4,2.9,0.174,0,2.8,2.8,1,852,"GSW",57,43,14,14.2,5504.3,1.04,0.54,0.5,4.4,4.66,4.17,443,815615,1378252,0
"206","Jordan_Bell",80,216,"2019",24,"GSW","NBA","C",68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,853,"GSW",68,46,22,11.6,4511.5,0.85,0.45,0.4,4.19,4.47,3.92,415,1378252,0,1
"207","Jordan_Bell",80,216,"2020",25,"TOT","NBA","C-PF",29,256,13.9,0.577,0.179,0.463,12,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0,854,"MEM",29,8,21,8.8,3364,0.64,0.34,0.3,4.23,4.53,3.94,388,1620564,0,1
"215","Anthony_Bennett",80,245,"2017",23,"BRK","NBA","PF",23,264,14.7,0.533,0.522,0.391,10.2,21,15.6,7.1,0.9,0.9,10,19.4,0.3,0.2,0.5,0.09,0.5,-1.9,-1.4,0,83,"BKN",22,3,19,11,4203.9,0.8,0.43,0.37,4.33,4.89,3.82,411,1015696,1087745,0
"216","Ben_Bentil",81,235,"2017",21,"DAL","NBA","PF",3,10,-17.6,0,0.333,0,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1,120,"DAL",3,2,1,3.3,1275.3,0.24,0.13,0.11,4.26,4.49,3.98,532,50000,0,1
"217","Ben_Bentil",81,235,"2017",21,"DAL","NBA","PF",3,10,-17.6,0,0.333,0,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1,121,"DAL",3,2,1,3.3,1275.3,0.24,0.13,0.11,4.26,4.49,3.98,496,250000,0,1
"223","Patrick_Beverley",73,185,"2017",28,"HOU","NBA","SG",67,2058,13,0.546,0.53,0.175,5,15.8,10.4,18.8,2.3,1,14.6,14.1,2.9,2.4,5.3,0.123,-0.2,1.4,1.1,1.6,1300,"HOU",67,46,21,30.7,11976.5,2.27,1.16,1.11,4.45,4.75,4.18,166,6e+06,5500000,0
"224","Patrick_Beverley",73,185,"2018",29,"LAC","NBA","SG",11,334,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2,1301,"LAC",11,5,6,30.3,12091.9,2.29,1.22,1.07,4.53,4.85,4.21,187,5513514,5027028,0
"225","Patrick_Beverley",73,185,"2019",30,"LAC","NBA","PG",78,2137,11.8,0.561,0.591,0.258,3.9,15,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2,4.8,0.108,-0.3,1.2,0.9,1.5,1302,"LAC",78,48,30,27.4,11389.3,2.16,1.16,1,4.4,4.69,4.1,212,5027028,0,1
"226","Patrick_Beverley",73,185,"2020",31,"LAC","NBA","PG",48,1299,12.3,0.554,0.609,0.126,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13,1.4,2,3.4,0.126,-0.5,2.6,2.1,1.3,1303,"LAC",48,37,11,27.1,11084.8,2.1,1.15,0.95,4.34,4.81,3.89,105,12345679,13333333,0
"227","Khem_Birch",81,233,"2018",25,"ORL","NBA","C",42,578,16.4,0.582,0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2,972,"ORL",42,14,28,13.8,5149.9,0.98,0.52,0.45,4.32,4.54,4.09,460,815615,1378242,0
"228","Khem_Birch",81,233,"2019",26,"ORL","NBA","C",50,643,19.2,0.64,0.007,0.55,13,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1,2.8,0.212,0.1,1,1.2,0.5,973,"ORL",50,26,24,12.9,5093,0.96,0.51,0.45,4.19,4.49,3.91,420,1378242,0,1
"229","Khem_Birch",81,233,"2020",27,"ORL","NBA","C",40,777,10.1,0.529,0.009,0.583,9.3,15.7,12.4,6.1,1,2.4,13.7,9.3,0.7,0.8,1.5,0.092,-3.3,0.3,-3,-0.2,974,"ORL",40,16,24,19.4,7694.3,1.46,0.78,0.68,4.25,4.41,4.09,266,3e+06,3e+06,0
"231","Goga_Bitadze",83,245,"2020",20,"IND","NBA","C",49,410,12.2,0.53,0.279,0.256,6,19.8,12.9,7.1,0.7,6.9,14.8,18.1,-0.1,0.7,0.6,0.069,-4,1.5,-2.5,0,581,"IND",49,29,20,8.4,3234.6,0.61,0.33,0.28,4.15,4.41,3.88,276,2816760,2957520,0
"234","Tarik_Black",81,250,"2017",25,"LAL","NBA","C",67,1091,15,0.56,0.007,0.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,1.5,0.8,2.4,0.105,-2.3,-0.9,-3.2,-0.3,1519,"LAL",67,24,43,16.3,6238.1,1.18,0.63,0.55,4.37,4.77,3.99,160,6191000,6655325,0
"235","Tarik_Black",81,250,"2018",26,"HOU","NBA","C",51,536,14.3,0.582,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1,1.5,0.136,-3.7,1.2,-2.6,-0.1,1520,"HOU",51,40,11,10.5,4005,0.76,0.4,0.35,4.33,4.55,4.09,242,3290000,0,1
"242","Eric_Bledsoe",73,205,"2017",27,"PHO","NBA","PG",66,2176,20.5,0.563,0.3,0.443,2.5,13.8,8,31.1,2,1.2,15.3,28.1,4,1.4,5.3,0.118,3.7,-0.1,3.6,3.1,511,"PHX",64,21,43,33,12361.1,2.34,1.24,1.1,4.27,4.63,3.92,65,1.4e+07,14500000,0
"243","Eric_Bledsoe",73,205,"2018",28,"TOT","NBA","PG",74,2322,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,512,"MIL",74,40,34,31.4,11763.8,2.23,1.16,1.06,4.29,4.69,3.92,77,14500000,1.5e+07,0
"244","Eric_Bledsoe",73,205,"2019",29,"MIL","NBA","PG",78,2272,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9,513,"MIL",78,59,19,29.1,11627.6,2.2,1.17,1.04,4.26,4.69,3.86,79,1.5e+07,0,1
"245","Eric_Bledsoe",73,205,"2020",30,"MIL","NBA","PG",56,1524,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24,2.4,2.9,5.3,0.168,1.1,1.1,2.2,1.6,514,"MIL",55,46,9,27.1,10984.3,2.08,1.1,0.98,4.32,4.86,3.84,78,15625000,16875000,0
"249","Vander_Blue",76,200,"2018",25,"LAL","NBA","SG",5,45,-1.8,0.255,0.4,0.4,0,2.3,1.2,8.2,1.1,0,33.8,8.4,-0.1,0,-0.1,-0.103,-7.6,-0.7,-8.4,-0.1,1651,"LAL",5,1,4,9,3287.4,0.62,0.32,0.3,4.16,4.85,3.61,371,1471382,0,1
"250","Bogdan_Bogdanovic",78,220,"2018",25,"SAC","NBA","SG",78,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,146,"SAC",78,26,52,27.9,10793,2.04,1.12,0.92,4.42,4.79,4.05,128,9470614,9e+06,0
"251","Bogdan_Bogdanovic",78,220,"2019",26,"SAC","NBA","SG",70,1947,14.1,0.53,0.431,0.188,2.1,11,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,147,"SAC",70,32,38,27.8,11317.6,2.14,1.17,0.98,4.31,4.84,3.81,142,9e+06,8529386,0
"264","Andrew_Bogut",84,260,"2017",32,"TOT","NBA","C",27,583,9.3,0.46,0.012,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.2,2.6,-2.6,-0.1,70,"CLE",27,8,19,21.6,7271.3,1.38,0.75,0.62,3.84,3.92,3.75,97,11027027,0,1
"267","Jonah_Bolden",80,220,"2019",23,"PHI","NBA","PF",44,639,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2,835,"PHI",43,24,19,14.6,6082.2,1.15,0.63,0.52,4.45,4.84,4.05,362,1690000,1698450,0
"268","Jonah_Bolden",80,220,"2020",24,"TOT","NBA","PF",7,47,4.9,0.392,0.364,0.364,7,14.4,10.6,0,3,3.7,13.6,13.4,-0.1,0.1,0,-0.008,-8.8,-0.1,-8.9,-0.1,836,"PHX",7,6,1,6.7,2697,0.51,0.28,0.23,4.43,4.54,4.29,377,1698450,0,1
"269","Jonah_Bolden",80,220,"2020",24,"TOT","NBA","PF",7,47,4.9,0.392,0.364,0.364,7,14.4,10.6,0,3,3.7,13.6,13.4,-0.1,0.1,0,-0.008,-8.8,-0.1,-8.9,-0.1,837,"PHX",7,6,1,6.7,2697,0.51,0.28,0.23,4.43,4.54,4.29,526,81678,0,1
"270","Joel_Bolomboy",81,235,"2017",23,"UTA","NBA","PF",12,53,19.7,0.59,0.25,0.375,9,27.6,18.5,6.3,1,3.1,9.7,18.2,0.1,0.1,0.2,0.171,2.3,1.1,3.4,0.1,811,"UTA",12,8,4,4.4,1661.8,0.31,0.18,0.14,4.34,4.59,3.82,455,6e+05,905249,0
"271","Joel_Bolomboy",81,235,"2018",24,"MIL","NBA","PF",6,38,11.7,0.521,0.167,1,18.6,12.3,15.4,0,2.6,0,18.8,12.6,0,0,0.1,0.079,-2.6,-2.4,-5,0,812,"UTA",6,3,3,6.3,2363.5,0.45,0.25,0.19,4.31,4.26,4.37,394,1312611,1544951,0
"273","Isaac_Bonga",80,180,"2019",19,"LAL","NBA","PG",22,120,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1,630,"LAL",22,7,15,5.5,2314.1,0.44,0.23,0.21,4.42,4.81,4.15,451,1e+06,1663861,0
"274","Isaac_Bonga",80,180,"2020",20,"WAS","NBA","SF",58,1025,10.7,0.627,0.299,0.348,6.3,13.6,9.8,7.7,1.7,1.8,16.2,10.3,1.3,0.4,1.7,0.081,-2.4,0,-2.4,-0.1,631,"WAS",58,21,37,17.7,7178.9,1.36,0.69,0.67,4.32,4.47,4.16,415,1416852,1663861,0
"276","Devin_Booker",77,210,"2017",20,"PHO","NBA","SG",78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.3,-2.3,-1.9,0.1,411,"PHX",76,23,53,35,12688.9,2.4,1.28,1.12,4.13,4.51,3.77,296,2223600,2319360,0
