"","name","height","weight","season","age.x","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp.x","w.x","l.x","min.x","dist_miles","avg_speed","rk","salary_current","contract_year","team.x.x","age.y","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out","team.y.y","w.y","l.y","min","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"167","Jerryd_Bayless",75,200,"2018",29,"PHI","NBA","SG",39,925,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-2.7,-0.2,-2.8,-0.2,784,"PHI",38,21,17,23.9,1.71,4.29,132,9e+06,0,"MIN",30,34,19.3,0.1,0,0.1,0.1,0,0,100,100,0,"MIN",15,19,19.3,6.1,44.1,15.8,3.9,5.33,4.74,0.139,0.3,0,0.2,0.444,3,0.667
"173","Aron_Baynes",82,260,"2017",30,"DET","NBA","C",75,1163,13.1,0.57,0,0.337,10,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3,0.123,-3.2,0.5,-2.7,-0.2,101,"DET",75,34,41,15.5,1.04,4.05,155,6500000,0,"BOS",31,81,18.3,7,1.5,5.5,3.9,1.3,21,79,84.4,27.8,"BOS",51,27,18.4,5.9,28.2,19.1,0.7,1.54,0.38,0.21,3,1.4,4.6,0.333,0.541,0.704
"174","Aron_Baynes",82,260,"2018",31,"BOS","NBA","C",81,1485,12,0.502,0.047,0.175,9.7,22.1,16,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3,0.097,-3.6,0.7,-2.9,-0.3,102,"BOS",78,51,27,18.4,1.26,4.11,214,4328000,1,"BOS",32,51,16.1,5.9,1.5,4.4,2.9,0.9,25.1,74.9,88.2,28.2,"BOS",32,19,16.1,5.6,23.8,15.3,0.5,1.33,0.28,0.234,1.4,0.6,3.8,0.6,0.483,0.796
"175","Aron_Baynes",82,260,"2019",32,"BOS","NBA","C",51,821,14,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1,103,"BOS",51,32,19,16.1,1.15,4.02,210,5193600,0,"PHX",33,42,22.2,4.8,0.7,4.1,2.6,1,14.3,85.7,90.2,33.3,"PHX",19,22,22.3,11.4,35.9,23.4,0.9,1.44,0.33,0.318,2.7,1.2,5.2,0.505,0.813,0.948
"181","Kent_Bazemore",76,195,"2017",27,"ATL","NBA","SF",73,1963,11.5,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2.1,1.1,-1,0.5,950,"ATL",73,39,34,26.9,1.94,4.34,52,15730338,0,"ATL",28,65,27.5,0.9,0,0.9,0.5,0.1,1.8,98.2,85.3,17.6,"ATL",19,45,27.5,12.8,52.9,35.4,2.3,2.59,1.72,0.241,0.6,0,0.7,0.541,0,0.956
"182","Kent_Bazemore",76,195,"2018",28,"ATL","NBA","SG",65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17,22.5,0.2,2,2.2,0.059,-0.4,1,0.6,1.2,951,"ATL",64,19,45,27.5,2.05,4.48,62,16910113,0,"ATL",29,67,24.5,0.7,0,0.7,0.4,0.1,0,100,87.5,28.1,"ATL",24,43,24.5,11.6,36.8,24.5,1.5,2.49,1.98,0.316,0.4,0,0.7,0.741,0,0.96
"183","Kent_Bazemore",76,195,"2019",29,"ATL","NBA","SG",67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1,952,"ATL",67,24,43,24.5,1.92,4.36,59,18089887,0,"SAC",30,64,25.1,0.5,0,0.4,0.3,0.1,3.4,96.6,94.1,47.1,"SAC",31,32,25,8.6,33,18.5,1.4,2.55,1.7,0.26,0.3,0.2,0.8,0.571,0.8,0.706
"190","Bradley_Beal",75,207,"2017",23,"WAS","NBA","SG",77,2684,20.1,0.604,0.418,0.259,2.2,7.8,5,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.2,-1,3.3,3.5,154,"WAS",77,48,29,34.9,2.43,4.19,15,22116750,0,"WAS",25,82,36.3,0.8,0.1,0.8,0.6,0.2,6.1,93.9,92.5,24.5,"WAS",43,39,36.3,22.6,70.2,43,4.6,3.94,3.27,0.323,0.8,0.4,1.4,0.563,0.484,0.766
"191","Bradley_Beal",75,207,"2018",24,"WAS","NBA","SG",82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,155,"WAS",82,43,39,36.3,2.51,4.17,21,23775506,0,"WAS",26,82,36.9,1,0.1,0.9,0.5,0.1,8.4,91.6,84.6,23.1,"WAS",31,50,36.9,25.6,74.4,41.7,4.3,3.44,2.93,0.344,1.1,0.3,1.9,0.72,0.619,0.962
"192","Bradley_Beal",75,207,"2019",25,"WAS","NBA","SG",82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,156,"WAS",81,31,50,36.9,2.75,4.19,23,25434263,0,"WAS",26,57,36,0.5,0,0.5,0.4,0.1,3.3,96.7,96,24,"WAS",20,37,36,30.5,79,54.4,4.5,3.43,2.91,0.386,0.9,0.5,1.4,0.887,0.519,0.797
"202","Michael_Beasley",81,235,"2017",28,"MIL","NBA","PF",56,935,17.8,0.584,0.106,0.259,5,18.9,12,9.9,1.5,2.5,12.7,25.3,0.8,1,1.8,0.092,0,-0.8,-0.8,0.3,1171,"MIL",56,23,33,16.7,1.19,4.32,356,1403611,1,"NYK",29,74,22.3,1.9,0.4,1.4,1,0.4,22.6,77.4,88.8,35,"NYK",23,50,22.1,13,41.8,26.4,1.5,2.11,0.94,0.31,4.1,3.6,3.1,0.567,0.541,0.934
"203","Michael_Beasley",81,235,"2018",29,"NYK","NBA","PF",74,1653,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,1172,"NYK",73,23,50,22.1,1.55,4.24,301,2116955,1,"LAL",30,26,10.7,0.5,0,0.5,0.2,0.1,7.1,92.9,100,66.7,"LAL",11,15,10.7,7,19.3,12,0.8,2.35,1.4,0.361,1.7,1.4,1.6,0.744,0.432,0.756
"205","Jordan_Bell",80,216,"2018",23,"GSW","NBA","C",57,809,18,0.641,0.022,0.238,8.9,19,14.3,16.9,2.1,5.5,20,13.9,1.6,1.4,2.9,0.174,0,2.8,2.8,1,852,"GSW",57,43,14,14.2,1.04,4.4,443,815615,0,"GSW",24,68,11.6,1.9,0.2,1.6,0.8,0.2,11.1,88.9,85.9,23.4,"GSW",46,22,11.6,3.3,22.4,13,0.6,1.67,0.47,0.146,2,0.9,2,0.149,0.082,0.577
"206","Jordan_Bell",80,216,"2019",24,"GSW","NBA","C",68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,853,"GSW",68,46,22,11.6,0.85,4.19,415,1378252,1,"MEM",25,29,8.8,0.6,0.1,0.5,0.5,0.2,23.5,76.5,100,53.8,"MEM",8,21,8.8,3.2,16.7,8.6,0.5,1.63,0.52,0.193,1,0.3,2.1,0.267,0.1,0.85
"223","Patrick_Beverley",73,185,"2017",28,"HOU","NBA","SG",67,2058,13,0.546,0.53,0.175,5,15.8,10.4,18.8,2.3,1,14.6,14.1,2.9,2.4,5.3,0.123,-0.2,1.4,1.1,1.6,1300,"HOU",67,46,21,30.7,2.27,4.45,166,6e+06,0,"LAC",29,11,30.3,0.6,0.2,0.5,0.5,0.3,28.6,71.4,100,60,"LAC",5,6,30.3,12.2,63.5,30.8,4.2,3.93,3.61,0.192,0.8,0,1.3,0.222,0,0.429
"224","Patrick_Beverley",73,185,"2018",29,"LAC","NBA","SG",11,334,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2,1301,"LAC",11,5,6,30.3,2.29,4.53,187,5513514,0,"LAC",30,78,27.4,0.6,0,0.6,0.3,0.1,2.3,97.7,89.3,14.3,"LAC",48,30,27.4,7.6,48.8,23.8,2.8,3.42,2.8,0.157,0.4,0,0.9,0,0,0.247
"225","Patrick_Beverley",73,185,"2019",30,"LAC","NBA","PG",78,2137,11.8,0.561,0.591,0.258,3.9,15,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2,4.8,0.108,-0.3,1.2,0.9,1.5,1302,"LAC",78,48,30,27.4,2.16,4.4,212,5027028,1,"LAC",31,48,27.1,0.3,0.1,0.2,0.2,0.1,21.4,78.6,81.8,36.4,"LAC",37,11,27.1,7.9,53.5,21.5,3.4,3.83,3.16,0.148,0.2,0,0.9,0,0,0.286
"227","Khem_Birch",81,233,"2018",25,"ORL","NBA","C",42,578,16.4,0.582,0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2,972,"ORL",42,14,28,13.8,0.98,4.32,460,815615,0,"ORL",26,50,12.9,3.8,0.5,3.3,2.1,0.8,14.1,85.9,89.6,36.5,"ORL",26,24,12.9,4.8,18.4,10.1,0.4,1.42,0.53,0.261,1.6,0.4,3.8,0.593,0.55,0.849
"228","Khem_Birch",81,233,"2019",26,"ORL","NBA","C",50,643,19.2,0.64,0.007,0.55,13,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1,2.8,0.212,0.1,1,1.2,0.5,973,"ORL",50,26,24,12.9,0.96,4.19,420,1378242,1,"ORL",27,40,19.4,2.2,0.3,1.9,1.1,0.5,15.9,84.1,91.8,40.8,"ORL",16,24,19.4,3.8,25.4,14.5,0.6,1.33,0.43,0.15,2.7,0.5,4.6,0.312,0.286,0.511
"234","Tarik_Black",81,250,"2017",25,"LAL","NBA","C",67,1091,15,0.56,0.007,0.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,1.5,0.8,2.4,0.105,-2.3,-0.9,-3.2,-0.3,1519,"LAL",67,24,43,16.3,1.18,4.37,160,6191000,0,"HOU",26,51,10.5,4.1,1.3,2.8,2,0.8,30.9,69.1,81.7,31.7,"HOU",40,11,10.5,3.5,18.6,9.3,0.5,1.71,0.37,0.19,1.1,0.2,2.8,0.732,0.333,0.785
"242","Eric_Bledsoe",73,205,"2017",27,"PHO","NBA","PG",66,2176,20.5,0.563,0.3,0.443,2.5,13.8,8,31.1,2,1.2,15.3,28.1,4,1.4,5.3,0.118,3.7,-0.1,3.6,3.1,511,"PHX",64,21,43,33,2.34,4.27,65,1.4e+07,0,"MIL",28,74,31.4,0.8,0,0.8,0.5,0.1,5.1,94.9,82.5,10,"MIL",40,34,31.4,17.7,71.8,27.4,5.5,4.6,4,0.247,0.8,0.4,1.4,0.169,0.531,0.861
"243","Eric_Bledsoe",73,205,"2018",28,"TOT","NBA","PG",74,2322,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,512,"MIL",74,40,34,31.4,2.23,4.29,77,14500000,0,"MIL",29,78,29.1,0.8,0,0.7,0.5,0.1,1.7,98.3,97.6,17.1,"MIL",59,19,29.1,15.9,56.2,23.5,4.1,4.43,4.03,0.283,0.5,0.1,1.8,0.564,0.556,0.812
"244","Eric_Bledsoe",73,205,"2019",29,"MIL","NBA","PG",78,2272,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9,513,"MIL",78,59,19,29.1,2.2,4.26,79,1.5e+07,1,"MIL",30,56,27.2,0.7,0.1,0.6,0.5,0.1,7.7,92.3,96.7,23.3,"MIL",46,9,27.1,15.4,56.6,20.7,4.3,4.52,4.04,0.271,0.4,0.3,1.3,0.381,0.267,0.557
"250","Bogdan_Bogdanovic",78,220,"2018",25,"SAC","NBA","SG",78,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,146,"SAC",78,26,52,27.9,2.04,4.42,128,9470614,0,"SAC",26,70,27.8,1.6,0.1,1.5,0.8,0.1,5.5,94.5,89.1,14.1,"SAC",32,38,27.8,14.1,54.5,31.5,3,3.3,2.55,0.26,0.5,0.8,1.3,0.853,0.458,0.67
"251","Bogdan_Bogdanovic",78,220,"2019",26,"SAC","NBA","SG",70,1947,14.1,0.53,0.431,0.188,2.1,11,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,147,"SAC",70,32,38,27.8,2.14,4.31,142,9e+06,0,"SAC",27,53,28.5,1.3,0.1,1.2,0.8,0.2,4.5,95.5,90,18,"SAC",26,26,28.5,14.6,47.2,30.1,2.6,3.33,2.44,0.309,0.3,0.3,0.6,0.769,0.444,0.939
"264","Andrew_Bogut",84,260,"2017",32,"TOT","NBA","C",27,583,9.3,0.46,0.012,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.2,2.6,-2.6,-0.1,70,"CLE",27,8,19,21.6,1.38,3.84,97,11027027,1,"LAL",33,24,9,3.2,0.6,2.5,1.7,0.8,19.7,80.3,88.9,42.2,"LAL",7,17,9,1.5,15.1,8.2,0.4,1.69,0.53,0.099,1.3,0.3,2,0.188,0,0.75
"267","Jonah_Bolden",80,220,"2019",23,"PHI","NBA","PF",44,639,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2,835,"PHI",43,24,19,14.6,1.15,4.45,362,1690000,0,"PHX",24,7,6.7,0.4,0,0.4,0.1,0,0,100,100,0,"PHX",6,1,6.7,1.4,9.6,4.9,0.2,1.43,0.49,0.149,0.1,0.1,1,0,0,0.857
"270","Joel_Bolomboy",81,235,"2017",23,"UTA","NBA","PF",12,53,19.7,0.59,0.25,0.375,9,27.6,18.5,6.3,1,3.1,9.7,18.2,0.1,0.1,0.2,0.171,2.3,1.1,3.4,0.1,811,"UTA",12,8,4,4.4,0.31,4.34,455,6e+05,0,"UTA",24,6,6.3,1.5,0.3,1.2,0.7,0.3,22.2,77.8,100,50,"UTA",3,3,6.3,1.5,7.7,4.7,0.2,1.94,0.41,0.196,0.5,0.2,2.2,0,0,0.385
"273","Isaac_Bonga",80,180,"2019",19,"LAL","NBA","PG",22,120,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1,630,"LAL",22,7,15,5.5,0.44,4.42,451,1e+06,0,"WAS",20,58,17.7,0.8,0.1,0.7,0.4,0.1,10.9,89.1,82.8,27.6,"WAS",21,37,17.7,4.6,20.2,13.5,0.8,2.27,1.59,0.227,0.5,0,1.6,0.852,1,0.833
"276","Devin_Booker",77,210,"2017",20,"PHO","NBA","SG",78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.3,-2.3,-1.9,0.1,411,"PHX",76,23,53,35,2.4,4.13,296,2223600,0,"PHX",21,54,34.5,1.3,0,1.3,0.7,0.1,2.9,97.1,84.1,13.6,"PHX",16,38,34.5,24.9,67.2,38,4.8,4.24,3.57,0.371,1.1,1.9,1.4,0.6,0.495,0.795
"277","Devin_Booker",77,210,"2018",21,"PHO","NBA","SG",54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2,0.9,1.4,412,"PHX",54,16,38,34.5,2.46,4.3,290,2319360,0,"PHX",22,64,35,1.4,0,1.4,0.9,0.2,2.2,97.8,88.7,16.1,"PHX",15,49,35,26.6,75.7,38.9,6,4.76,4.12,0.351,1.4,1.3,1.6,0.703,0.695,1.09
"278","Devin_Booker",77,210,"2019",22,"PHO","NBA","SG",64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1,1.7,413,"PHX",64,15,49,35,2.57,4.11,257,3314365,0,"PHX",23,62,36.1,1.2,0.1,1.1,0.8,0.1,4.2,95.8,92.3,17.3,"PHX",26,36,36.1,26.1,60.3,40.7,4.2,4.17,3.47,0.433,2.5,1.9,2.3,0.525,0.547,0.887
"287","Avery_Bradley",75,180,"2017",26,"BOS","NBA","SG",55,1835,14.4,0.548,0.357,0.12,4,16.2,10.1,11,1.8,0.5,9.7,21.9,1.1,2,3.1,0.081,0,-0.5,-0.6,0.7,112,"BOS",55,34,21,33.4,2.39,4.3,124,8269663,0,"LAC",27,46,31.2,1,0,0.9,0.5,0,4.5,95.5,86.2,6.9,"LAC",22,24,31.2,14.3,40.3,34.8,1.4,2.08,1.33,0.354,1.2,0,1.4,0.434,2,0.848
"288","Avery_Bradley",75,180,"2018",27,"TOT","NBA","SG",46,1433,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-3,-1,-4,-0.7,113,"LAC",46,22,24,31.1,2.32,4.5,133,8808989,1,"MEM",28,63,30.2,1.4,0.1,1.3,0.6,0.1,4.6,95.4,81.6,12.2,"MEM",31,32,30.2,9.9,35.1,26,1.4,2.35,1.97,0.283,1,0,1.4,0.212,0,0.791
"289","Avery_Bradley",75,180,"2019",28,"TOT","NBA","SG",63,1905,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1,0.7,12.4,16.2,-0.6,1,0.3,0.009,-2.8,-0.9,-3.7,-0.8,114,"MEM",63,31,32,30.3,2.33,4.32,112,1.2e+07,0,"LAL",29,49,24.2,1.1,0,1.1,0.8,0.1,3.7,96.3,88.4,11.6,"LAL",36,13,24.2,8.6,28.5,19.1,1,2.13,1.62,0.303,0.4,0,1.2,0.4,0,0.814
"292","Tony_Bradley",82,248,"2018",20,"UTA","NBA","C",9,29,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5,0,0,0,18.4,0,0,0,0.033,-3,-4.5,-7.5,0,1573,"UTA",9,6,3,3.2,0.23,4.35,383,1414920,0,"UTA",21,3,12,2,0.7,1.3,0.3,0,33.3,66.7,50,0,"UTA",2,1,12,5.7,20,11,0.4,1.32,0.4,0.283,2.3,0,5.3,0.429,0,1.063
"293","Tony_Bradley",82,248,"2019",21,"UTA","NBA","C",3,36,19.6,0.504,0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0,0.1,0.1,0.13,-3.6,-2.4,-6,0,1574,"UTA",3,2,1,12,0.93,4.34,364,1679520,0,"UTA",22,50,10.7,2.4,0.5,2,1.6,0.9,19.7,80.3,91.9,52.3,"UTA",33,17,10.7,4.7,16.3,8.7,0.4,1.29,0.36,0.285,1.2,0.2,3.7,0.726,1,0.973
"304","Corey_Brewer",81,186,"2017",30,"TOT","NBA","SF",82,1281,9.1,0.491,0.339,0.195,2.7,11.6,7.1,10.7,2.3,1.3,12.7,14.3,0,1.2,1.2,0.045,-3.5,0.8,-2.7,-0.2,267,"LAL",82,47,35,15.6,1.12,4.32,139,7600000,0,"OKC",32,72,16.8,0.8,0.1,0.7,0.5,0.1,17.5,82.5,89.2,10.8,"OKC",32,40,16.8,5.3,16.2,10.2,0.5,1.98,1.26,0.325,0.4,0,1.1,0.519,0,0.671
"305","Corey_Brewer",81,186,"2018",31,"TOT","NBA","SF-SG",72,1208,11.2,0.534,0.348,0.285,3.8,10,6.9,7.5,3.2,1,12.1,14.3,0.7,1.6,2.3,0.091,-3.2,1.9,-1.3,0.2,268,"OKC",72,32,40,16.8,1.23,4.4,145,7579366,1,"SAC",33,31,15.9,0.5,0,0.5,0.3,0.1,6.7,93.3,76.9,23.1,"SAC",13,18,15.9,4.9,17.3,11.7,0.6,2.05,1.19,0.281,0.3,0,1.4,0.5,0,0.738
"307","Miles_Bridges",78,225,"2019",20,"CHO","NBA","SF",80,1696,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,1201,"CHA",80,38,42,21.2,1.65,4.39,262,3206640,0,"CHA",22,65,30.7,1.2,0.1,1.1,0.7,0.2,5.3,94.7,93.6,29.8,"CHA",23,41,30.9,13.1,41.1,29,1.4,2.05,1.12,0.319,0.6,1.7,2.3,0.675,0.595,0.952
"311","Malcolm_Brogdon",77,229,"2017",24,"MIL","NBA","SG",75,1982,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,0.1,0,-0.4,-0.4,0.8,1081,"MIL",75,38,37,26.4,1.87,4.27,431,925000,0,"MIL",25,48,29.9,1.5,0.1,1.5,0.8,0.1,4.1,95.9,90.2,17.1,"MIL",25,22,29.8,13,55.7,26.9,3.3,3.56,3.35,0.233,0.9,0.3,1.6,0.364,0.375,0.816
"312","Malcolm_Brogdon",77,229,"2018",25,"MIL","NBA","PG",48,1436,14.3,0.578,0.32,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2,0.7,2.7,0.091,-0.1,-1,-1.2,0.3,1082,"MIL",47,25,22,29.8,2.13,4.29,402,1312611,0,"MIL",26,64,28.6,0.8,0.1,0.6,0.5,0.1,16.7,83.3,93.5,25.8,"MIL",49,15,28.6,15.6,52.3,25.6,3.3,3.74,3.35,0.299,0.5,0.2,1.5,0.828,0,0.968
"313","Malcolm_Brogdon",77,229,"2019",26,"MIL","NBA","SG",64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8,16.2,1.2,0.6,10,20.7,4.2,2.3,6.5,0.171,2,0.1,2.2,1.9,1083,"MIL",64,49,15,28.6,2.17,4.25,397,1544951,1,"IND",27,48,30.7,0.4,0.1,0.3,0.3,0.1,30,70,86.7,33.3,"IND",30,18,30.7,16.3,77.4,27.3,6.8,5.3,5.45,0.211,0.5,0.3,1,1.2,0.286,0.723
"323","Aaron_Brooks",72,161,"2017",32,"IND","NBA","PG",65,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4,1,"IND",64,36,28,13.6,0.94,4.14,274,2700000,1,"MIN",33,32,5.9,0.2,0,0.2,0.1,0,0,100,75,25,"MIN",19,13,5.9,2.3,12.6,4.1,1.1,5.25,5.14,0.186,0,0,0.1,0,0,0
"325","Dillon_Brooks",79,220,"2018",22,"MEM","NBA","SF",82,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4,-1.2,429,"MEM",82,22,60,28.7,2.06,4.35,446,815615,0,"MEM",23,18,18.3,1.8,0,1.8,0.9,0.2,0,100,88.9,16.7,"MEM",9,9,18.3,7.5,24.6,19.8,0.9,2.22,1.12,0.305,0.5,0,1.1,1,0,0.65
"326","Dillon_Brooks",79,220,"2019",23,"MEM","NBA","SF",18,330,7.6,0.499,0.328,0.246,3,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0,-0.004,-5,-1.2,-6.3,-0.4,430,"MEM",18,9,9,18.3,1.38,4.18,426,1378242,0,"MEM",24,65,28.5,1.2,0.1,1.2,0.9,0.2,3.8,96.3,98.3,22.4,"MEM",32,33,28.5,15.7,41.9,30.1,1.9,2.69,1.67,0.374,0.5,0.2,1.1,0.742,0.769,0.761
"334","Anthony_Brown",79,210,"2017",24,"TOT","NBA","SF",11,159,7.2,0.43,0.54,0,5.3,16.9,11,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-4.5,0.1,-4.4,-0.1,84,"ORL",11,3,8,14.5,1.05,4.38,440,874636,1,"MIN",25,1,3.7,0,0,0,0,0,0,0,0,0,"MIN",0,1,3.7,3,5,2,0.2,2.32,1.8,0.6,0,0,0,0,0,0
"335","Anthony_Brown",79,210,"2017",24,"TOT","NBA","SF",11,159,7.2,0.43,0.54,0,5.3,16.9,11,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-4.5,0.1,-4.4,-0.1,85,"ORL",11,3,8,14.5,1.05,4.38,450,735723,0,"MIN",25,1,3.7,0,0,0,0,0,0,0,0,0,"MIN",0,1,3.7,3,5,2,0.2,2.32,1.8,0.6,0,0,0,0,0,0
"339","Bobby_Brown",74,175,"2017",32,"HOU","NBA","PG",25,123,10.8,0.509,0.583,0.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-0.1,-3.5,-3.6,0,141,"HOU",25,18,7,4.9,0.32,3.96,420,980431,1,"HOU",33,20,5.7,0.2,0,0.2,0.1,0,0,100,100,0,"HOU",17,3,5.7,2.5,12,6.5,0.9,4.41,3.91,0.209,0.1,0,0,0,0,0
"341","Bruce_Brown",76,202,"2019",22,"DET","NBA","SG",74,1449,6.9,0.469,0.296,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1,-3.3,-0.5,181,"DET",74,35,39,19.6,1.53,4.46,462,838464,0,"DET",23,58,28.2,0.7,0,0.7,0.5,0.1,0,100,92.9,28.6,"DET",18,39,28.3,8.9,55.9,22.5,4.2,4.53,4.13,0.16,0.6,0.1,2.2,1.028,0.857,0.811
"344","Jaylen_Brown",78,223,"2017",20,"BOS","NBA","SF",78,1341,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3,-0.8,-3.7,-0.6,747,"BOS",78,50,28,17.2,1.28,4.47,203,4743000,0,"BOS",21,70,30.7,2.6,0.2,2.3,1.3,0.5,9.4,90.6,86.7,34.3,"BOS",44,23,30.6,14.3,38.9,26.5,1.5,2.39,1.56,0.369,0.5,1.2,2.6,0.625,0.556,0.791
"345","Jaylen_Brown",78,223,"2018",21,"BOS","NBA","SG",70,2152,13.6,0.562,0.381,0.29,3.4,14,8.8,8.5,1.6,1,12,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8,748,"BOS",67,44,23,30.6,2.23,4.38,203,4956480,0,"BOS",22,74,25.9,1.7,0.2,1.6,0.9,0.3,9.3,90.7,85.3,29.3,"BOS",41,33,25.9,13,31.8,21,1.2,2.34,1.69,0.41,0.6,1.2,2.2,0.745,0.707,0.812
