"","x","name","season","team.x","gp.x","w.x","l.x","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","gp.y","w.y","l.y","min.y","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"553",553,"Garrett_Temple","2019","LAC",75,37,38,27.2,10942.1,2.07,1.12,0.96,4.27,4.47,4.06,159,8e+06,0,1,"BKN",55,26,29,28.1,10.3,38.9,22.7,1.7,2.69,2.01,0.264,0.3,0.1,0.7,0.375,0,0.474
"558",558,"Gary_Harris","2017","DEN",56,28,28,31.2,11414.6,2.16,1.16,1,4.17,4.46,3.86,325,1655880,2550055,0,"DEN",67,37,30,34.4,17.5,42.2,33.7,1.7,2.47,1.99,0.413,0.6,0.1,1.2,0.923,0,0.75
"559",559,"Gary_Harris","2018","DEN",67,37,30,34.4,12564.2,2.38,1.26,1.12,4.23,4.48,3.99,268,2550055,0,1,"DEN",57,38,19,28.8,12.9,35.9,29.1,1.5,2.57,2.09,0.36,0.4,0,0.8,0.85,0,0.702
"560",560,"Gary_Harris","2019","DEN",57,38,19,28.8,11270.4,2.13,1.14,0.99,4.18,4.42,3.93,70,16517857,17839286,0,"DEN",56,37,19,31.8,10.4,31.6,24.8,1.3,2.49,1.86,0.328,0.5,0,0.9,0.885,0,0.627
"562",562,"George_Hill","2017","UTA",49,33,16,31.5,11276.7,2.14,1.18,0.95,4.08,4.3,3.81,128,8e+06,0,1,"CLE",67,28,39,27,10,54.4,23.7,4.1,4.5,4.01,0.183,0.3,0.3,0.8,0.348,0.111,0.712
"563",563,"George_Hill","2018","CLE",67,28,39,27.1,10155.9,1.92,1.05,0.88,4.28,4.51,4.02,41,2e+07,1.9e+07,0,"MIL",60,39,21,21.7,7.6,37.3,17.5,2.5,3.99,3.35,0.205,0.5,0.1,1.2,0.667,0,0.884
"564",564,"George_Hill","2019","MIL",60,39,21,21.7,8725.3,1.65,0.89,0.77,4.26,4.53,3.97,50,1.9e+07,1.8e+07,0,"MIL",51,43,8,21.2,9.5,43.8,17.4,3.2,4.43,3.85,0.216,0.4,0.1,1.2,0.955,0,0.794
"567",567,"Georges_Niang","2017","IND",22,11,11,4.1,1604.9,0.3,0.16,0.14,4.48,4.86,4.11,452,650000,905249,0,"UTA",9,9,0,3.5,1,5.2,3.4,0.2,2.69,1.53,0.191,0.1,0.2,0.7,0,1,0.333
"568",568,"Georges_Niang","2018","UTA",9,9,0,3.5,1360.3,0.26,0.14,0.12,4.55,4.73,4.37,487,1e+05,0,1,"UTA",59,41,18,8.8,4,13.7,7.2,0.5,1.97,1.17,0.29,0.1,0.1,0.2,1.333,0,1
"569",569,"Georges_Niang","2019","UTA",59,41,18,8.8,3665.8,0.69,0.38,0.32,4.43,4.87,3.99,407,1512601,1645357,0,"UTA",58,38,20,13.3,5.8,19.8,10.7,0.6,1.72,0.84,0.293,0.1,0.1,0.2,0.857,0.5,1.182
"571",571,"Georgios_Papagiannis","2017","SAC",22,7,15,16.1,5952.2,1.13,0.6,0.53,4.2,4.5,3.9,298,2202240,2301360,0,"POR",17,3,14,7.2,2.1,13.9,7.1,0.4,1.58,0.38,0.152,1.7,1,1.9,0.345,0.353,0.667
"573",573,"Gerald_Green","2017","BOS",47,32,15,11.4,4402.2,0.83,0.44,0.39,4.4,4.68,4.12,353,1410598,0,1,"HOU",41,33,8,22.7,12.1,29.1,16.4,1.3,2.63,1.77,0.417,0.3,0.1,0.5,0.545,2,0.636
"577",577,"Giannis_Antetokounmpo","2017","MIL",80,42,38,35.6,12712,2.41,1.29,1.12,4.08,4.46,3.71,257,2995421,22471910,0,"MIL",74,39,35,36.7,26.8,85.7,45.2,4.8,3.33,2.32,0.313,4.7,3.9,5.3,0.489,0.418,1.064
"578",578,"Giannis_Antetokounmpo","2018","MIL",74,39,35,36.7,13292.2,2.52,1.33,1.19,4.15,4.61,3.74,34,22471910,24157303,0,"MIL",72,56,16,32.8,27.7,82.5,41.3,4.6,3.35,2.37,0.336,3.5,4.6,6.2,0.581,0.461,1.013
"579",579,"Giannis_Antetokounmpo","2019","MIL",72,56,16,32.8,12877.6,2.44,1.35,1.09,4.17,4.77,3.61,29,24157304,25842697,0,"MIL",56,47,9,30.9,29.6,82.6,41.6,4.6,3.32,2.17,0.359,5.8,4.3,6.1,0.579,0.601,1.026
"582",582,"Goran_Dragic","2017","MIA",73,40,33,33.7,13030.6,2.47,1.39,1.08,4.41,4.82,3.97,51,15890000,1.7e+07,0,"MIA",74,38,36,31.7,17.2,79.1,34.2,6.1,4.61,4.29,0.218,1,0.2,1.4,0.592,0.467,0.75
"583",583,"Goran_Dragic","2018","MIA",74,38,36,31.8,12650.1,2.4,1.32,1.08,4.53,4.91,4.13,59,17000450,18109175,0,"MIA",36,16,20,27.5,13.7,58.9,25.2,4.1,4.17,3.72,0.233,1.1,0.1,1.1,0.421,0.8,0.5
"584",584,"Goran_Dragic","2019","MIA",36,16,20,27.5,11369,2.15,1.21,0.94,4.35,4.9,3.82,58,18109175,19217900,0,"MIA",53,34,19,28.3,15.9,64.8,25.9,5.5,5.05,4.58,0.245,0.6,0.2,1.2,0.625,0.385,0.871
"585",585,"Gordon_Hayward","2017","UTA",73,46,27,34.5,12776.3,2.42,1.37,1.05,4.22,4.6,3.81,48,16073140,16736710,0,"BOS",1,0,1,5.3,2,9,7,0.2,1.33,0.67,0.222,1,0,0,2,0,0
"586",586,"Gordon_Hayward","2018","BOS",1,0,1,5.3,2227,0.42,0.23,0.19,4.62,4.62,4.61,4,29727900,31214295,0,"BOS",72,44,28,25.9,11.5,45.4,27.8,2,2.65,1.76,0.252,1.4,0.3,1.7,0.647,0.4,0.858
"587",587,"Gordon_Hayward","2019","BOS",72,44,28,25.9,10766.7,2.04,1.11,0.93,4.42,4.94,3.93,6,31214295,32700690,0,"BOS",45,29,16,33.4,17.3,57.4,35,2.8,2.93,2.07,0.301,1.5,0.3,2.4,0.594,0.333,0.78
"589",589,"Gorgui_Dieng","2017","MIN",82,31,51,32.4,11674.9,2.21,1.18,1.03,4.11,4.29,3.92,287,2348783,14112360,0,"MIN",79,45,34,16.9,5.9,28.3,16.2,0.7,1.59,0.45,0.21,2.1,0.6,3.2,0.455,0.367,0.715
"590",590,"Gorgui_Dieng","2018","MIN",79,45,34,16.9,6328.2,1.2,0.65,0.55,4.27,4.45,4.08,80,14112360,15170787,0,"MIN",76,33,43,13.6,6.4,25.6,14.3,0.8,1.8,0.68,0.249,2,0.6,2.7,0.587,0.596,0.874
"591",591,"Gorgui_Dieng","2019","MIN",76,33,43,13.6,5369.5,1.02,0.54,0.47,4.18,4.46,3.89,77,15170787,16229213,0,"MEM",58,18,40,17.5,7.4,35.9,22.4,1,1.66,0.65,0.206,2.1,0.9,3,0.361,0.423,0.672
"594",594,"Grayson_Allen","2019","UTA",38,22,16,11,4550.1,0.86,0.48,0.38,4.38,4.91,3.87,333,2074320,2429400,0,"MEM",30,14,16,16.6,7.4,22.6,15.5,1,2.62,1.66,0.325,0.2,0,0.2,0.4,0,0.857
"596",596,"Greg_Monroe","2017","MIL",81,42,39,22.5,7864.5,1.49,0.74,0.75,3.98,3.98,3.97,39,17100000,17900000,0,"BOS",50,21,29,20.5,10.3,38.3,25.7,1.4,2.18,0.72,0.27,3.7,5,5.3,0.355,0.454,0.898
"597",597,"Greg_Monroe","2018","BOS",50,21,29,20.5,7205.6,1.36,0.72,0.65,4.01,4.11,3.91,52,17884176,0,1,"PHI",43,28,15,11.2,5.3,19.3,11.9,0.6,1.88,0.62,0.276,1.8,1.9,3.4,0.545,0.425,0.932
"600",600,"Guerschon_Yabusele","2018","BOS",32,23,9,7.3,2849.7,0.54,0.3,0.24,4.43,4.7,4.12,293,2247480,2667600,0,"BOS",41,27,14,6.1,2.3,9.4,6.1,0.3,1.83,0.7,0.245,0.6,0.9,0.9,0.391,0.528,0.622
"602",602,"Hamidou_Diallo","2019","OKC",50,28,22,10.4,4365.4,0.83,0.42,0.4,4.39,4.57,4.23,459,838464,1416852,0,"OKC",38,21,17,18.4,6.1,19.5,11.6,0.8,2.32,1.76,0.314,0.6,0,1.5,0.875,0,0.842
"604",604,"Harrison_Barnes","2017","DAL",78,31,47,35.5,13324.9,2.52,1.4,1.12,4.28,4.52,4,20,22116750,23112004,0,"DAL",77,24,53,34.2,18.9,59.2,36.3,2.5,2.49,1.41,0.318,1.2,4.5,1.7,0.684,0.49,0.896
"605",605,"Harrison_Barnes","2018","DAL",77,24,53,34.2,13183.7,2.5,1.39,1.11,4.39,4.71,4.05,27,23112004,24107258,0,"SAC",77,34,43,32.9,16.4,50.8,30.8,1.9,2.22,1.13,0.323,0.7,3.3,1.8,0.518,0.614,0.964
"606",606,"Harrison_Barnes","2019","SAC",77,34,43,32.9,13371.7,2.53,1.38,1.15,4.32,4.69,3.95,33,24107258,25102512,0,"SAC",63,28,35,34.9,14.8,46.3,29.2,1.8,2.28,1.18,0.319,1.1,3.9,2.2,0.444,0.49,1.007
"608",608,"Hassan_Whiteside","2017","MIA",77,39,38,32.6,10971.8,2.08,1.1,0.98,3.83,3.91,3.74,17,22116750,23775506,0,"MIA",54,30,24,25.3,14,33.7,22.8,1.1,1.89,0.57,0.414,4.5,4.4,9.1,0.415,0.513,0.964
"609",609,"Hassan_Whiteside","2018","MIA",54,30,24,25.3,8871.9,1.68,0.89,0.79,3.99,4.07,3.92,24,23775506,25434263,0,"MIA",72,33,39,23.3,12.3,31.3,18.9,0.9,1.65,0.54,0.394,3.1,2.8,9.4,0.444,0.527,0.991
"610",610,"Hassan_Whiteside","2019","MIA",72,33,39,23.3,8535.2,1.62,0.86,0.76,3.91,4.08,3.73,26,25434263,27093018,0,"POR",60,28,32,31.3,16.4,49.1,25,1.4,1.7,0.39,0.333,4.7,2.9,9.6,0.742,0.655,1.153
"612",612,"Henry_Ellenson","2017","DET",19,8,11,7.7,3088.7,0.58,0.32,0.26,4.56,4.94,4.17,324,1704120,1780800,0,"DET",38,21,17,8.7,4,19.5,9.1,0.6,1.8,0.92,0.204,0.5,0.3,0.5,0.333,0.4,0.789
"613",613,"Henry_Ellenson","2018","DET",38,21,17,8.7,3660.3,0.69,0.39,0.31,4.85,5.55,4.22,325,1780800,1857480,0,"NYK",19,4,15,13.6,6,26.2,12,0.9,2.05,1.19,0.229,0.3,0.8,0.7,1,0.438,1.357
"614",614,"Henry_Ellenson","2019","NYK",19,4,15,13.6,6021,1.14,0.65,0.49,4.71,5.23,4.16,350,1857480,2856804,0,"BKN",5,2,3,3,0.4,5.8,3.2,0.1,1.34,0.59,0.069,0,0,0.4,0,0,1
"616",616,"Ian_Clark","2017","GSW",77,63,14,14.8,5832.9,1.1,0.6,0.5,4.5,4.96,4.05,408,1015696,0,1,"NOP",74,43,31,19.7,7.4,26.4,16.1,1.3,2.99,2.49,0.282,0.3,0,0.6,0.8,0,0.822
"617",617,"Ian_Clark","2018","NOP",74,43,31,19.6,7565.6,1.43,0.76,0.68,4.43,4.83,4.06,340,1577230,0,1,"NOP",60,24,36,16.2,6.7,27.3,17,1.3,2.81,2.37,0.245,0.5,0.1,0.5,0.379,0,0.688
"619",619,"Ian_Mahinmi","2017","WAS",31,19,12,17.9,6461.5,1.22,0.63,0.59,4.13,4.37,3.9,50,15944154,16661641,0,"WAS",77,42,35,14.9,4.8,21.1,11.2,0.5,1.49,0.33,0.225,2.2,0.3,4,0.396,0.409,0.812
"620",620,"Ian_Mahinmi","2018","WAS",77,42,35,14.9,5560.1,1.05,0.55,0.5,4.25,4.43,4.08,63,16661641,15944154,0,"WAS",33,11,22,14.8,4.2,21.8,11.4,0.6,1.58,0.6,0.193,1.8,0.3,3.7,0.339,0.545,0.754
"621",621,"Ian_Mahinmi","2019","WAS",33,11,22,14.8,5862.6,1.11,0.58,0.53,4.18,4.44,3.95,73,15944154,15450051,0,"WAS",38,15,23,21.3,7.4,40.7,22.7,1.1,1.56,0.62,0.183,2.8,0.3,5,0.607,0.615,0.728
"624",624,"Ike_Anigbogu","2018","IND",11,5,6,2.7,971,0.18,0.11,0.08,4.03,4.49,3.93,439,950000,1378242,0,"IND",3,2,1,2,0,3,1.3,0.1,1.32,0.22,0,0,0,0.3,0,0,0
"626",626,"Iman_Shumpert","2017","CLE",76,48,28,25.5,9436.4,1.79,0.93,0.86,4.21,4.34,4.09,111,9700000,10300000,0,"SAC",14,9,5,19.7,4.4,28.5,11.4,1.8,3.85,3.51,0.155,0.3,0,0.5,1,0,1.143
"627",627,"Iman_Shumpert","2018","SAC",14,9,5,19.7,7838.6,1.48,0.76,0.73,4.55,4.69,4.4,119,10337079,11011234,0,"HOU",62,39,23,23.9,7.5,29.9,20,1.1,2.19,1.36,0.251,0.3,0.2,0.7,0.474,0.3,0.548
"628",628,"Iman_Shumpert","2019","HOU",62,39,23,23.9,9692.8,1.84,0.96,0.87,4.32,4.67,3.99,124,11011234,0,1,"BKN",13,9,4,18.5,4.2,21.6,12.2,0.9,2.48,1.65,0.192,0.6,0,0.8,0.25,0,0.818
"630",630,"Isaac_Bonga","2019","LAL",22,7,15,5.5,2314.1,0.44,0.23,0.21,4.42,4.81,4.15,451,1e+06,1663861,0,"WAS",58,21,37,17.7,4.6,20.2,13.5,0.8,2.27,1.59,0.227,0.5,0,1.6,0.852,1,0.833
"633",633,"Isaiah_Canaan","2017","CHI",39,19,20,15.2,5725.1,1.08,0.55,0.54,4.29,4.38,4.21,410,1015696,1087745,0,"OKC",20,9,11,21.1,8.6,53.1,21,4.6,5.24,5.14,0.162,0,0,0.5,0,0,0.222
"634",634,"Isaiah_Canaan","2018","OKC",20,9,11,21.1,8031.5,1.52,0.81,0.71,4.34,4.58,4.12,484,2e+05,0,1,"MIL",30,10,20,20.9,6,45.5,16.5,3.3,4.29,4.18,0.133,0.1,0.1,0.1,0.5,1,0.5
"636",636,"Isaiah_Hartenstein","2019","HOU",28,15,13,7.9,3389.8,0.64,0.34,0.3,4.47,4.7,4.23,468,838464,1416852,0,"HOU",23,16,7,11.6,4.7,19.8,10.6,0.6,1.67,0.4,0.235,1.2,0.3,3.6,0.857,0,0.928
"638",638,"Isaiah_Hicks","2018","NYK",18,4,14,13.3,5206.7,0.99,0.52,0.47,4.46,4.71,4.17,469,815615,0,1,"NYK",3,1,2,10.8,4,15.7,7.3,0.5,2.06,0.97,0.255,0.7,2,1.3,0,0.167,1.5
"640",640,"Isaiah_Taylor","2017","HOU",4,3,1,13,4827.5,0.91,0.47,0.44,4.28,4.41,4.16,534,50000,0,1,"ATL",67,18,49,17.4,6.6,39.5,17.7,2.9,4.39,4.09,0.168,0.3,0,0.4,0.895,0,0.655
"642",642,"Isaiah_Thomas","2017","BOS",76,51,25,33.8,12280.9,2.33,1.28,1.05,4.14,4.6,3.68,150,6587132,6261395,0,"LAL",32,15,17,26.9,15.2,56.8,22.7,4.6,4.83,4.45,0.267,0.3,0,0.3,0.875,0,0.545
"643",643,"Isaiah_Thomas","2018","LAL",32,15,17,26.9,9703.8,1.84,1,0.84,4.25,4.67,3.84,168,6261395,0,1,"DEN",12,6,6,15.1,8.1,30.9,13.8,2.4,4.63,4.14,0.261,0.5,0,0.4,0,0,0
"644",644,"Isaiah_Thomas","2019","DEN",12,6,6,15.1,5766.8,1.09,0.6,0.49,4.02,4.48,3.57,336,2029463,0,1,"WAS",40,14,26,23.1,12.2,53.1,21.2,3.8,4.25,3.69,0.23,0.2,0,0.3,1,0,0.636
"646",646,"Isaiah_Whitehead","2017","BKN",73,17,56,22.5,8755.3,1.66,0.87,0.79,4.43,4.83,4.07,391,1074145,1122248,0,"BKN",15,2,13,10.9,5.8,20.2,9.2,1.5,4.55,4.26,0.287,0.1,0,0.3,0,0,0.5
"648",648,"Ish_Smith","2017","DET",81,37,44,24.1,9717.8,1.84,1.05,0.79,4.58,5.21,3.95,167,6e+06,6e+06,0,"DET",82,39,43,24.9,10.9,62.8,19.1,5.2,4.95,5.09,0.173,0.3,0,0.8,0.435,0,0.726
"649",649,"Ish_Smith","2018","DET",82,39,43,24.9,10624.9,2.01,1.14,0.87,4.88,5.56,4.21,174,6e+06,6e+06,0,"DET",56,33,23,22.3,8.9,53.8,18.6,4.5,5.04,5.02,0.166,0.2,0,0.5,0.444,0,0.077
"650",650,"Ish_Smith","2019","DET",56,33,23,22.3,9436.1,1.79,1.05,0.74,4.52,5.13,3.86,192,6e+06,0,1,"WAS",60,22,38,26.2,10.5,59.7,19.6,4.4,4.41,4.38,0.175,0.2,0,0.5,0.444,0,0.552
"653",653,"Ivica_Zubac","2017","LAL",38,8,30,16,5986,1.13,0.62,0.52,4.26,4.66,3.86,401,1034956,1081529,0,"LAL",43,19,24,9.5,3.7,17.4,9.4,0.4,1.38,0.31,0.216,1.5,1.1,2.9,0.381,0.125,0.888
"654",654,"Ivica_Zubac","2018","LAL",43,19,24,9.5,3584.7,0.68,0.36,0.32,4.38,4.9,3.92,404,1312611,1544951,0,"LAC",59,32,27,17.6,8.9,34.6,19.4,0.8,1.46,0.51,0.257,2.8,1.7,6.7,0.663,0.602,0.98
"655",655,"Ivica_Zubac","2019","LAC",59,32,27,17.6,6991.7,1.32,0.72,0.61,4.24,4.59,3.89,400,1544951,0,1,"LAC",64,44,20,18.1,8,34.9,18.7,0.8,1.43,0.37,0.229,2.8,0.6,6.2,0.61,0.463,0.916
"657",657,"JJ_Barea","2017","DAL",34,10,24,22.1,7980.4,1.51,0.86,0.65,4.12,4.52,3.68,215,4096950,3903900,0,"DAL",69,23,46,23.2,11.6,63.6,25.7,5.5,5.22,5.21,0.183,0.4,0,0.2,0.519,0,0.5
"658",658,"JJ_Barea","2018","DAL",69,23,46,23.2,8826.5,1.67,0.96,0.71,4.32,4.78,3.83,223,3903900,3710850,0,"DAL",38,20,18,19.8,10.9,59.7,24.1,5,4.98,4.91,0.183,0.1,0,0.3,0.8,0,0.727
"659",659,"JJ_Barea","2019","DAL",38,20,18,19.8,8013.7,1.52,0.88,0.64,4.25,4.8,3.66,240,3710850,0,1,"DAL",26,13,13,15,7.5,38.2,15.8,3.2,5,5.16,0.195,0.1,0,0.2,1,0,1.25
"663",663,"Jabari_Parker","2017","MIL",51,22,29,33.9,12897.3,2.44,1.28,1.16,4.34,4.7,4.01,184,5374320,6782392,0,"MIL",31,16,15,24,12.6,45.4,27.1,1.5,2.01,1.23,0.278,1.7,1.1,3,0.463,0.412,0.624
"664",664,"Jabari_Parker","2018","MIL",31,16,15,24,9189.3,1.74,0.91,0.83,4.42,4.75,4.08,159,6782392,0,1,"WAS",63,18,45,27.3,14.8,59.7,27.5,2.3,2.29,1.6,0.247,1.1,2.7,2.4,0.667,0.473,0.947
"665",665,"Jabari_Parker","2019","WAS",63,18,45,27.3,11090,2.1,1.15,0.95,4.32,4.84,3.83,46,2e+07,2e+07,0,"SAC",33,7,26,25.8,14.7,52,25.8,1.6,1.85,0.96,0.282,1.5,1.2,3.5,0.735,0.8,1.239
"667",667,"Jacob_Evans","2019","GSW",30,21,9,6.8,2884.5,0.55,0.3,0.25,4.51,4.98,4.04,370,1644240,1925880,0,"MIN",29,8,21,14.4,4.4,29.2,14.4,1.6,3.22,2.33,0.151,0.3,0.1,0.5,0.333,0,0.857
"669",669,"Jae_Crowder","2017","BOS",72,48,24,32.4,11815.3,2.24,1.18,1.06,4.15,4.43,3.88,158,6286408,6796117,0,"UTA",80,52,28,26.1,9.7,38.5,22.5,1,1.56,0.7,0.251,0.6,0.5,1.8,0.636,0.162,0.917
"670",670,"Jae_Crowder","2018","UTA",80,52,28,26.1,9595.9,1.82,0.95,0.87,4.22,4.42,4.02,158,6796117,7305825,0,"UTA",79,48,31,27.1,11.9,51.5,25.9,1.4,1.65,0.86,0.231,0.4,0.2,1.3,0.457,0.471,0.821
"671",671,"Jae_Crowder","2019","UTA",79,48,31,27.1,10612,2.01,1.1,0.91,4.15,4.59,3.71,169,7305825,7815533,0,"MIA",57,26,31,29.1,10.2,48.7,26.7,1.5,1.83,0.97,0.21,0.5,0.1,1.1,0.462,0.25,0.984
"673",673,"Jahlil_Okafor","2017","PHI",50,15,35,22.7,8328,1.58,0.86,0.72,4.19,4.33,4.03,202,4788840,4995120,0,"BKN",28,7,21,12.6,6.3,20.5,14.4,0.8,2.23,1.09,0.307,2.3,3,2.8,0.609,0.524,0.873
"674",674,"Jahlil_Okafor","2018","BKN",28,7,21,12.6,4673,0.89,0.49,0.39,4.23,4.51,3.93,200,4995120,6313832,0,"NOP",59,23,36,15.8,8.2,27.6,15,1,2.16,1.08,0.298,2.2,3.3,4.2,0.644,0.547,0.915
"675",675,"Jahlil_Okafor","2019","NOP",59,23,36,15.8,6350.4,1.2,0.65,0.56,4.3,4.61,3.99,387,1567007,1702486,0,"NOP",28,9,19,15.1,7.6,30.6,18.8,1,1.99,0.91,0.25,2.4,2.4,4,0.544,0.552,0.82
"678",678,"Jake_Layman","2017","POR",35,16,19,7.1,2765.4,0.52,0.3,0.23,4.43,4.88,3.95,456,6e+05,905249,0,"POR",35,22,13,4.6,1,5.3,4.1,0.2,1.75,0.88,0.184,0.1,0.1,0.2,0,0,0.714
"679",679,"Jake_Layman","2018","POR",35,22,13,4.6,1831.8,0.35,0.2,0.15,4.57,5,4.16,399,1312611,1544951,0,"POR",71,46,25,18.7,7.6,21.8,14.7,0.6,1.77,0.91,0.35,0.6,0.3,2,0.5,0.913,1.083
"680",680,"Jake_Layman","2019","POR",71,46,25,18.7,7860.7,1.49,0.84,0.65,4.48,4.86,4.07,394,1544951,0,1,"MIN",23,11,12,22,9.1,24,16.3,0.8,2.02,1.19,0.38,0.3,0.2,1.4,1.333,0.5,1.188
"682",682,"Jakob_Poeltl","2017","TOR",53,37,16,11.7,4605.1,0.87,0.46,0.41,4.47,4.66,4.28,273,2703960,2825640,0,"TOR",82,59,23,18.6,6.9,27.1,14.8,0.6,1.27,0.29,0.255,2.2,0.4,5.4,0.506,0.406,0.917
"683",683,"Jakob_Poeltl","2018","TOR",82,59,23,18.6,7591.2,1.44,0.75,0.68,4.68,4.99,4.37,260,2825640,2947320,0,"SAS",77,43,34,16.5,5.5,25.4,14.1,0.6,1.43,0.29,0.216,2.4,1.1,5.1,0.478,0.286,0.784
"684",684,"Jakob_Poeltl","2019","SAS",77,43,34,16.5,6790.4,1.29,0.69,0.6,4.48,4.75,4.21,272,2947320,3754886,0,"SAS",57,24,33,16.7,5.3,32.9,17.2,0.8,1.5,0.45,0.16,2.2,0.8,4.3,0.635,0.292,0.786
"685",685,"Jalen_Brunson","2019","DAL",73,27,46,21.8,9121.7,1.73,0.95,0.77,4.45,4.78,4.09,449,1230000,1416582,0,"DAL",56,33,23,18,8.2,37.6,17.4,2.8,4.49,4.03,0.218,0.1,0,0.4,0.5,0,0.72
"689",689,"Jamal_Crawford","2017","LAC",82,51,31,26.3,9242.8,1.75,0.95,0.81,4,4.19,3.79,69,13253012,14264988,0,"MIN",80,45,35,20.7,10.3,29.4,17.9,2,4.02,3.75,0.35,0.3,0,0.2,0.652,2,0.5
"690",690,"Jamal_Crawford","2018","MIN",80,45,35,20.7,7318,1.39,0.75,0.63,4.03,4.21,3.83,109,10942762,2304226,0,"PHX",64,13,51,18.9,7.9,37.8,15.4,3,4.82,4.55,0.21,0.1,0,0.1,1.2,2,0
"691",691,"Jamal_Crawford","2018","MIN",80,45,35,20.7,7318,1.39,0.75,0.63,4.03,4.21,3.83,213,4328000,4544400,0,"PHX",64,13,51,18.9,7.9,37.8,15.4,3,4.82,4.55,0.21,0.1,0,0.1,1.2,2,0
"694",694,"Jamal_Murray","2017","DEN",81,39,42,21.6,8736.7,1.65,0.9,0.75,4.6,5.06,4.15,249,3210840,3355320,0,"DEN",81,46,35,31.7,16.7,70.8,29.6,5.2,4.36,3.84,0.236,0.6,0.1,1.6,0.556,0.333,0.782
"695",695,"Jamal_Murray","2018","DEN",81,46,35,31.7,12617.9,2.39,1.33,1.06,4.6,5.14,4.07,236,3355320,3499800,0,"DEN",75,49,26,32.6,18.2,76.9,34.6,5.6,4.37,3.93,0.237,1,0.3,1.9,0.68,0.3,0.69
"696",696,"Jamal_Murray","2019","DEN",75,49,26,32.6,13481.2,2.55,1.46,1.09,4.4,4.97,3.82,247,3499800,4444746,0,"DEN",55,37,18,32.8,18.8,76.8,34.3,5.9,4.64,4.13,0.245,0.9,0.3,1.6,0.519,0.778,0.865
"698",698,"Jameer_Nelson","2017","DEN",74,33,41,27.3,9485.4,1.8,1,0.8,3.96,4.37,3.54,208,4540525,4736050,0,"DET",50,25,25,20.3,4.9,49.7,19.7,3.5,4.21,3.76,0.099,0.1,0,0.4,0.286,0,0
"700",700,"James_Harden","2017","HOU",81,54,27,36.4,11875.4,2.25,1.18,1.07,3.72,4.07,3.4,5,26540100,28299339,0,"HOU",72,59,13,35.4,30.4,83.4,25.6,8.8,6.34,5.86,0.365,0.6,1.4,1,0.25,0.485,0.6
"701",701,"James_Harden","2018","HOU",72,59,13,35.4,11466.6,2.17,1.17,1,3.69,3.97,3.41,9,28299399,30431854,0,"HOU",78,51,27,36.8,36.1,87.2,27.7,9.3,6.37,5.92,0.414,0.4,1.1,0.9,0.313,0.687,0.634
"702",702,"James_Harden","2019","HOU",78,51,27,36.8,12495.2,2.37,1.31,1.06,3.63,3.96,3.29,10,30431854,37800000,0,"HOU",61,39,22,36.7,34.4,84.5,24.6,8.7,6.15,5.87,0.406,0.4,0.7,0.9,0.364,0.489,0.732
"704",704,"James_Johnson","2017","MIA",76,40,36,27.4,10243,1.94,1.09,0.85,4.25,4.65,3.84,218,4e+06,0,1,"MIA",72,36,36,26.6,10.7,53.2,25.3,2.6,2.89,2.13,0.201,1.4,1.5,1.7,0.427,0.349,0.902
"705",705,"James_Johnson","2018","MIA",72,36,36,26.6,9955.1,1.89,1.02,0.87,4.26,4.53,3.97,83,13954000,14651700,0,"MIA",55,27,28,21.2,7.8,38.3,18.8,1.8,2.9,2.23,0.203,1,0.5,1.3,0.396,0.37,0.812
"706",706,"James_Johnson","2019","MIA",55,27,28,21.2,8106.6,1.54,0.84,0.69,4.06,4.39,3.72,83,14651700,15349400,0,"MIN",32,14,18,19.4,8.4,33.5,19.2,1.5,2.64,1.93,0.252,1.5,0.3,1.7,0.125,0.2,0.868
"709",709,"James_Michael McAdoo","2017","GSW",52,43,9,8.8,3478.6,0.66,0.34,0.32,4.5,4.72,4.29,421,980431,0,1,"PHI",3,1,2,6,2.7,9.7,6,0.2,0.99,0.17,0.276,0,0,0.3,0,0,2
"711",711,"James_Young","2017","BOS",29,16,13,7.6,2915.2,0.55,0.29,0.26,4.36,4.52,4.2,317,1825200,0,1,"PHI",6,4,2,10.2,2.8,9,7.8,0.3,1.73,0.43,0.315,0.5,0,0.3,0,0,0
"712",712,"JaMychal_Green","2017","MEM",77,40,37,27.3,10156.3,1.92,1.03,0.89,4.24,4.41,4.06,419,980431,0,1,"MEM",55,11,44,28,10.3,46,25.5,1.2,1.62,0.51,0.225,2.5,1.7,5.2,0.356,0.441,0.817
"713",713,"JaMychal_Green","2019","LAC",65,31,34,21.1,8529.1,1.62,0.87,0.75,4.27,4.51,4.02,162,7866667,0,1,"LAC",55,38,17,20.5,6.5,29.1,14.1,0.6,1.29,0.35,0.223,0.5,0.4,1.8,0.586,0.65,0.773
"715",715,"Jared_Dudley","2017","PHX",64,17,47,21.3,7678.1,1.45,0.8,0.66,4.13,4.65,3.62,103,10470000,1e+07,0,"PHX",48,7,41,14.3,3.2,28.7,15.8,0.7,1.55,0.48,0.11,0.6,0.7,0.5,0.071,0.121,0.727
