Player,Season,TEAM,AGE,GP,MIN,Box Outs,OFF Box Outs,DEF Box Outs,Team Reb on Box Outs,Player Reb on Box Outs,% Box Outs Off,% Box Outs Def,% Team Reb When Box Out,% Player Reb When Box Out
Jalen Jones,2018,CLE,26,16,13.4,0.9,0.1,0.8,0.5,0.3,7.1,92.9,100,50
Jamal Crawford,2018,PHX,39,64,18.9,0.4,0,0.4,0.2,0.1,0,100,93.3,20
Jamal Murray,2018,DEN,22,75,32.6,1.1,0.1,1,0.7,0.2,6.3,93.7,90.9,21.8
James Ennis III,2018,PHI,28,58,21.2,1.4,0.3,1.2,0.8,0.2,19.3,80.7,77.2,17.5
James Harden,2018,HOU,29,78,36.8,2.6,0.1,2.6,1.4,0.5,2.4,97.6,90.5,30.2
James Johnson,2018,MIA,32,55,21.2,2.1,0.1,1.9,1,0.4,7,93,77.9,29.4
James Nunnally,2018,HOU,28,15,6.8,0.4,0.1,0.3,0.2,0.1,16.7,83.3,75,25
Jared Dudley,2018,BKN,33,59,20.7,4.4,0.2,4.2,2.5,0.4,4.6,95.4,86.4,13
Jared Terrell,2018,MIN,24,14,7.9,0.3,0,0.3,0.2,0,0,100,100,0
Jarell Martin,2018,ORL,25,42,7.8,1.1,0.2,0.9,0.5,0.2,20.8,79.2,81.5,33.3
Jaren Jackson Jr.,2018,MEM,19,58,26.1,3.7,0.3,3.4,1.8,0.4,7.5,92.5,86.6,21
Jaron Blossomgame,2018,CLE,25,27,16.3,1.8,0.4,1.4,0.8,0.3,20.4,79.6,77.8,25.9
Jarred Vanderbilt,2018,DEN,20,17,4.1,0.1,0,0.1,0,0,0,100,0,0
Jarrett Allen,2018,BKN,21,80,26.2,5.1,0.5,4.6,2.5,1.1,9.3,90.7,91,41.4
Jason Smith,2018,NOP,33,20,9.5,3.1,0.3,2.9,1.6,0.5,8.1,91.9,82.1,23.1
Jawun Evans,2018,OKC,22,8,8,0.1,0,0.1,0,0,0,100,0,0
Jaylen Adams,2018,ATL,23,34,12.6,0.3,0,0.3,0.2,0.1,0,100,100,37.5
Jaylen Brown,2018,BOS,22,74,25.9,1.7,0.2,1.6,0.9,0.3,9.3,90.7,85.3,29.3
Jaylen Morris,2018,MIL,23,4,7.1,0,0,0,0,0,0,0,0,0
Jayson Tatum,2018,BOS,21,79,31.1,1.4,0.1,1.3,0.7,0.2,5.6,94.4,80.3,22.7
Jeff Green,2018,WAS,32,77,27.2,3.5,0.2,3.3,1.6,0.4,4.9,95.1,83.4,22.5
Jeff Teague,2018,MIN,31,42,30.1,0.4,0,0.4,0.2,0,0,94.1,100,0
Jemerrio Jones,2018,LAL,24,6,23.9,0.5,0.2,0.3,0.2,0,33.3,66.7,100,0
Jerami Grant,2018,OKC,25,80,32.7,5.1,0.2,4.9,2.2,0.4,3.7,96.1,94.1,17.3
Jeremy Lamb,2018,CHA,27,79,28.5,0.7,0.1,0.6,0.4,0.2,9.4,90.6,85,32.5
Jeremy Lin,2018,TOR,30,74,19.4,0.6,0,0.6,0.3,0.1,0,100,96.3,14.8
Jerian Grant,2018,ORL,26,60,15.6,0.8,0,0.8,0.6,0,4,96,86.8,5.3
Jerome Robinson,2018,LAC,22,33,9.7,0.2,0,0.2,0.1,0,0,100,100,0
Jerryd Bayless,2018,MIN,30,34,19.3,0.1,0,0.1,0.1,0,0,100,100,0
Jevon Carter,2018,MEM,23,39,14.8,0.3,0,0.3,0.2,0,0,100,87.5,12.5
Jimmer Fredette,2018,PHX,30,6,10.8,0.3,0,0.3,0.3,0.2,0,100,100,50
Jimmy Butler,2018,PHI,29,65,33.6,2.3,0.3,1.9,1.2,0.3,14.4,85.6,82.6,17.4
Joakim Noah,2018,MEM,34,42,16.5,4.7,0.9,3.8,1.8,0.9,18.9,81.1,84.6,42.9
Jodie Meeks,2018,TOR,31,8,13,0.3,0,0.3,0.1,0,0,100,100,0
Joe Chealey,2018,CHA,23,1,7.8,0,0,0,0,0,0,0,0,0
Joe Harris,2018,BKN,27,76,30.2,3,0.1,2.9,1.7,0.3,4.8,95.2,91.3,15.2
Joe Ingles,2018,UTA,31,82,31.3,1.5,0,1.5,0.8,0.2,1.6,98.4,91.9,21.6
Joel Embiid,2018,PHI,25,64,33.7,7.8,1.6,6.2,4.4,2.3,21,79,89.2,45.7
John Collins,2018,ATL,21,61,30,6.3,2.4,4,2.9,1.4,37.2,62.8,81.7,37.9
John Henson,2018,CLE,28,14,13.5,5.1,0.3,4.9,2.4,1.4,5.6,94.4,89.5,50
John Holland,2018,CLE,30,1,0.7,0,0,0,0,0,0,0,0,0
John Jenkins,2018,NYK,28,26,12.8,0.3,0,0.3,0.3,0.1,0,100,100,28.6
John Wall,2018,WAS,28,32,34.5,0.5,0,0.5,0.2,0.1,0,100,87.5,25
Johnathan Motley,2018,LAC,24,22,7.1,2.1,0.6,1.6,1.1,0.5,26.1,73.9,85.2,40.7
Johnathan Williams,2018,LAL,24,24,15.5,3.3,0.7,2.6,1.6,0.6,20.3,79.7,88.4,34.9
Jon Leuer,2018,DET,30,41,9.8,2.6,0.3,2.3,1.3,0.4,11.1,88.9,83.3,25.8
Jonah Bolden,2018,PHI,23,44,14.5,2.5,0.3,2.2,1,0.5,11.1,88.9,97.8,43.5
Jonas Jerebko,2018,GSW,32,73,16.7,2.2,0.3,1.9,0.9,0.5,14.8,85.2,90.7,46.7
Jonas Valanciunas,2018,MEM,27,49,22.3,6.7,1.2,5.5,3.3,1.5,17.5,82.5,91.1,40.8
Jonathan Isaac,2018,ORL,21,75,26.6,3.6,0.9,2.8,1.3,0.5,23.7,76.3,81.8,30.6
Jonathon Simmons,2018,PHI,29,56,19,0.7,0.1,0.7,0.4,0.1,7.3,92.7,88.5,11.5
Jordan Bell,2018,GSW,24,68,11.6,1.9,0.2,1.6,0.8,0.2,11.1,88.9,85.9,23.4
Jordan Clarkson,2018,CLE,27,81,27.3,1.4,0.1,1.3,0.8,0.1,7.3,92.7,85.3,13.3
Jordan Loyd,2018,TOR,25,12,4.6,0.1,0,0.1,0.1,0,0,100,100,0
Jordan McRae,2018,WAS,28,27,12.3,0.2,0,0.2,0.1,0,0,100,100,0
Jordan Sibert,2018,ATL,26,1,4.2,0,0,0,0,0,0,0,0,0
Jose Calderon,2018,DET,37,49,12.9,0.5,0,0.5,0.4,0,0,100,94.7,0
Josh Hart,2018,LAL,24,67,25.6,1.2,0,1.2,0.5,0.1,0,100,89.5,18.4
Josh Jackson,2018,PHX,22,79,25.2,1.9,0.1,1.7,0.8,0.2,7.4,92.6,81,17.7
Josh Okogie,2018,MIN,20,74,23.7,1,0.1,0.9,0.6,0.1,5.5,94.5,93.6,21.3
Josh Richardson,2018,MIA,25,73,34.8,1.6,0.1,1.4,0.8,0.1,8.8,91.2,84.7,15.3
Jrue Holiday,2018,NOP,29,67,35.9,1.8,0.2,1.6,0.9,0.2,9.2,90.8,82.9,17.1
Juancho Hernangomez,2018,DEN,23,70,19.4,1.5,0.2,1.3,0.6,0.2,13.1,86.9,83,31.9
Julian Washburn,2018,MEM,27,18,14.1,0.5,0.1,0.4,0.5,0.2,11.1,88.9,100,44.4
Julius Randle,2018,NOP,24,73,30.6,4.5,0.9,3.6,2.3,1.2,20.7,79.3,82.6,43
Justin Anderson,2018,ATL,25,48,9.7,0.8,0.1,0.7,0.3,0.1,10.5,89.5,89.5,36.8
Justin Holiday,2018,MEM,30,82,31.8,1.7,0.1,1.7,1,0.2,2.8,97.2,88.9,20
Justin Jackson,2018,DAL,24,81,19.9,1.4,0.1,1.3,0.7,0.1,5.5,94.5,85.3,17.6
Justin Patton,2018,PHI,22,3,6.9,2.7,0.3,2.3,0.7,0.3,12.5,87.5,100,50
Justise Winslow,2018,MIA,23,66,29.7,1.4,0.2,1.2,0.9,0.3,12.8,87.2,86.6,29.9
Jusuf Nurkic,2018,POR,24,72,27.4,8.4,2.3,6.1,4.4,2.2,27.2,72.8,87.1,43.1
Kadeem Allen,2018,NYK,26,19,21.9,1.5,0.1,1.4,0.7,0.1,6.9,93.1,76.5,11.8
Kalin Lucas,2018,DET,30,1,5.6,0,0,0,0,0,0,0,0,0
Karl-Anthony Towns,2018,MIN,23,77,33,5.5,0.7,4.8,2.7,1.3,12.6,87.4,89.3,42.9
Kawhi Leonard,2018,TOR,28,60,34,2.4,0.2,2.2,1.5,0.6,8.4,91.6,84.8,32.4
Keita Bates-Diop,2018,MIN,23,30,16.8,0.3,0,0.3,0.1,0.1,0,100,75,50
Kelly Olynyk,2018,MIA,28,79,22.9,3.7,0.6,3.1,1.7,0.6,16.2,83.8,84.9,28.3
Kelly Oubre Jr.,2018,PHX,23,69,28,0.8,0,0.7,0.3,0.1,3.8,96.2,87,21.7
Kemba Walker,2018,CHA,29,82,34.9,0.9,0,0.9,0.6,0.1,0,100,90.9,14.5
Kenneth Faried,2018,HOU,29,37,19.7,5,1.4,3.6,2.6,1.5,27.3,72.7,85.8,47.8
Kenrich Williams,2018,NOP,24,46,23.5,2.3,0.2,2,1.2,0.4,10.6,89.4,93.2,28.8
Kent Bazemore,2018,ATL,29,67,24.5,0.7,0,0.7,0.4,0.1,0,100,87.5,28.1
Kentavious Caldwell-Pope,2018,LAL,26,82,24.8,1,0.1,0.9,0.5,0.1,8.3,91.7,89.6,16.7
Kevin Durant,2018,GSW,30,78,34.6,1.4,0.1,1.4,0.9,0.4,4.5,95.5,100,40
Kevin Huerter,2018,ATL,20,75,27.3,1.3,0.1,1.2,0.8,0.1,4.2,94.8,88.1,16.4
Kevin Knox II,2018,NYK,19,75,28.8,1.7,0,1.6,0.8,0.2,2.4,97.6,91.9,27.4
Kevin Love,2018,CLE,30,22,27.2,3.2,0.6,2.5,1.4,1.1,20,80,90.9,72.7
Kevon Looney,2018,GSW,23,80,18.5,5.1,0.6,4.5,2.5,0.9,12.2,87.8,89.4,32.2
Khem Birch,2018,ORL,26,50,12.9,3.8,0.5,3.3,2.1,0.8,14.1,85.9,89.6,36.5
Khris Middleton,2018,MIL,27,77,31.1,1.6,0.3,1.3,0.8,0.2,20.7,79.3,79.5,24.7
Khyri Thomas,2018,DET,23,26,7.5,0.3,0,0.3,0.2,0,0,100,100,0
Klay Thompson,2018,GSW,29,78,34,1.1,0.1,1.1,0.7,0.2,6.7,93.3,84.6,23.1
Kobi Simmons,2018,CLE,21,1,1.8,0,0,0,0,0,0,0,0,0
Kosta Koufos,2018,SAC,30,42,11.9,3.4,0.6,2.9,1.6,0.8,16.7,83.3,85.7,44.2
Kostas Antetokounmpo,2018,DAL,21,2,5.3,0.5,0,0.5,0,0,0,100,0,0
Kris Dunn,2018,CHI,25,46,30.2,0.8,0,0.7,0.4,0.1,5.6,94.4,90.5,33.3
Kyle Anderson,2018,MEM,25,43,29.8,2,0.4,1.6,0.8,0.4,20.5,79.5,79.5,36.4
Kyle Korver,2018,UTA,38,70,19.1,1.1,0,1.1,0.6,0,0,100,85.7,6.1
Kyle Kuzma,2018,LAL,23,70,33.1,3.8,0.3,3.5,1.7,0.4,8.2,91.8,87.8,19.4
Kyle Lowry,2018,TOR,33,65,34.1,2.1,0.4,1.7,1.1,0.3,17.8,82.2,77.8,24.4
Kyle O'Quinn,2018,IND,29,45,8.2,2.6,0.4,2.2,1.2,0.4,14.8,85.2,92.9,30.4
Kyrie Irving,2018,BOS,27,67,33,1,0.2,0.8,0.6,0.1,18.2,81.8,85.4,16.7
LaMarcus Aldridge,2018,SAS,33,81,33.2,9.8,1.7,8.1,5.2,1.9,17.3,82.7,86.3,30.9
Lance Stephenson,2018,LAL,28,68,16.5,0.8,0,0.7,0.4,0.1,5.7,94.3,96.8,32.3
Lance Thomas,2018,NYK,31,46,17,3.4,0.2,3.2,1.7,0.5,7,93,87,23.9
Landry Shamet,2018,LAC,22,79,22.8,1.4,0,1.4,0.7,0.1,0.9,99.1,86.2,6.2
Langston Galloway,2018,DET,27,80,21.8,0.7,0,0.7,0.4,0,5.1,94.9,91.7,2.8
Larry Nance Jr.,2018,CLE,26,67,26.8,6.7,1.2,5.5,3.3,1.6,17.8,82.2,84.2,39.5
Lauri Markkanen,2018,CHI,22,52,32.3,3.6,0.3,3.3,1.6,0.6,7.5,92.5,84.7,32.7
LeBron James,2018,LAL,34,55,35.2,2.4,0.2,2.2,1.2,0.7,9.8,90.2,94.4,55.6
Lonnie Walker IV,2018,SAS,20,17,6.9,0.2,0,0.2,0.1,0,0,100,66.7,0
Lonzo Ball,2018,LAL,21,47,30.3,0.7,0.2,0.5,0.4,0.2,28.1,71.9,77.3,45.5
Lorenzo Brown,2018,TOR,28,26,8.2,0.5,0,0.5,0.2,0.1,7.7,92.3,66.7,22.2
Lou Williams,2018,LAC,32,75,26.6,0.8,0,0.8,0.4,0.1,1.6,98.4,82.5,10
Luc Mbah a Moute,2018,LAC,32,4,15.3,2.8,0.3,2.5,1.5,0,9.1,90.9,100,0
Luka Doncic,2018,DAL,20,72,32.2,0.8,0.1,0.7,0.5,0.2,9.1,90.9,92.3,38.5
Luke Kennard,2018,DET,23,63,22.8,1.1,0,1,0.7,0.1,1.5,98.5,90.2,5.9
Luke Kornet,2018,NYK,23,46,17,3.9,0.3,3.6,2,0.6,6.7,93.3,90.3,27.2
Luol Deng,2018,MIN,34,22,17.8,1.9,0.5,1.4,1.1,0.3,23.8,76.2,80,20
Malachi Richardson,2018,TOR,23,22,4.7,0.3,0,0.3,0.1,0,0,100,75,0
Malcolm Brogdon,2018,MIL,26,64,28.6,0.8,0.1,0.6,0.5,0.1,16.7,83.3,93.5,25.8
Malcolm Miller,2018,TOR,26,10,6.7,0.9,0,0.9,0.4,0.1,0,100,80,20
Malik Beasley,2018,DEN,22,81,23.2,1,0,1,0.6,0.1,1.2,98.8,87.3,16.4
Malik Monk,2018,CHA,21,73,17.2,0.3,0,0.3,0.2,0,4.2,95.8,92.9,7.1
MarShon Brooks,2018,MEM,30,29,13.3,0.5,0,0.5,0.4,0.1,0,100,91.7,16.7
Marc Gasol,2018,TOR,34,79,30.8,6.9,0.3,6.5,3.9,1.5,5,95,92.7,35.6
Marcin Gortat,2018,LAC,35,47,16,4.5,1,3.4,2.2,1.1,23.4,76.6,83.3,42.9
Marco Belinelli,2018,SAS,33,79,23,0.6,0,0.6,0.5,0,2,98,92.3,7.7
Marcus Derrickson,2018,GSW,23,11,6.1,1.6,0.4,1.3,0.8,0.3,22.2,77.8,81.8,27.3
Marcus Morris Sr.,2018,BOS,29,75,27.9,4.8,0.7,4.2,2.4,0.8,13.6,86.1,88.3,29.3
Marcus Smart,2018,BOS,25,80,27.5,2.5,0.5,2,1.4,0.3,18,82,84.4,15.6
Mario Hezonja,2018,NYK,24,58,20.8,1.8,0.1,1.7,0.7,0.2,3.9,96.1,89.6,29.2
Markelle Fultz,2018,ORL,21,19,22.5,1.5,0.1,1.4,0.7,0.1,7.1,92.9,87.5,6.3
Markieff Morris,2018,OKC,29,58,21.9,5.2,0.9,4.4,2.4,0.8,16.4,83.6,84.7,28.2
Marquese Chriss,2018,CLE,21,43,11.6,3,0.5,2.6,1.5,0.6,15.4,84.6,91.7,34.7
Marvin Bagley III,2018,SAC,20,62,25.3,4.7,0.8,3.9,2,0.8,17.1,82.9,90.1,36.9
Marvin Williams,2018,CHA,33,75,28.4,5.1,0.3,4.9,2.4,0.5,5.2,94.8,86.3,18
Mason Plumlee,2018,DEN,29,82,21.1,3.7,1.1,2.6,1.7,0.7,30.1,69.9,84.8,35.4
Matthew Dellavedova,2018,CLE,28,48,16.9,1.4,0.1,1.3,0.8,0.2,6.1,93.9,84.4,22.2
Maurice Harkless,2018,POR,26,60,23.6,1.2,0.2,1,0.6,0.2,17.8,82.2,88.1,26.2
Maxi Kleber,2018,DAL,27,71,21.2,4.3,0.6,3.8,2.2,0.8,12.8,87.2,88.6,30.9
Melvin Frazier Jr.,2018,ORL,22,10,4.4,0.5,0,0.5,0.4,0.1,0,100,100,25
Meyers Leonard,2018,POR,27,61,14.4,4.5,0.5,4,2.5,0.7,10.2,89.8,92,27.6
Michael Beasley,2018,LAL,30,26,10.7,0.5,0,0.5,0.2,0.1,7.1,92.9,100,66.7
Michael Carter-Williams,2018,ORL,27,28,13.3,0.5,0,0.5,0.3,0.1,0,100,100,33.3
Michael Kidd-Gilchrist,2018,CHA,25,64,18.4,4.4,0.5,4,2.3,0.5,10.9,89.1,85.7,20.2
Mikal Bridges,2018,PHX,22,82,29.5,1.6,0.1,1.5,0.8,0.1,4.7,95.3,92.6,10.3
Mike Conley,2018,MEM,31,70,33.5,0.7,0,0.7,0.5,0.1,0,100,97.1,14.7
Mike Muscala,2018,LAL,27,64,20.4,5.1,0.4,4.7,2.2,0.5,8.6,91.4,89.2,19
Mike Scott,2018,PHI,30,79,17.7,3.6,0.3,3.3,1.6,0.5,8.7,91.3,88.4,28.1
Miles Bridges,2018,CHA,21,80,21.2,2,0.1,1.9,1,0.3,5,95,91.1,31.1
Miles Plumlee,2018,ATL,30,18,9.6,3.1,0.2,2.9,1.2,0.3,5.5,94.5,91.3,21.7
Milos Teodosic,2018,LAC,32,15,10,0.3,0,0.3,0.3,0.1,0,100,100,20
Mitchell Creek,2018,MIN,27,5,9.4,0.8,0.2,0.6,0.2,0.2,25,75,100,100
Mitchell Robinson,2018,NYK,21,66,20.6,5,1.2,3.8,2.2,1,23.9,76.1,84.1,38.6
Mo Bamba,2018,ORL,21,47,16.3,3.8,0.8,3,1.8,0.8,20.1,79.9,82.7,36.5
Monte Morris,2018,DEN,24,82,24,1,0,1,0.7,0.1,2.5,97.5,93.8,12.3
Montrezl Harrell,2018,LAC,25,82,26.3,7,0.6,6.3,3.6,1.2,9.1,90.9,90.1,30.1
Moritz Wagner,2018,LAL,22,43,10.4,2.2,0.1,2.1,1.2,0.4,5.3,94.7,92.6,35.2
Myles Turner,2018,IND,23,74,28.6,6.6,0.5,6,3.5,1.3,7.8,92.2,88.3,31.5
Naz Mitrou-Long,2018,UTA,25,14,6,0.1,0,0.1,0.1,0,0,100,100,0
Nemanja Bjelica,2018,SAC,31,77,23.2,2.5,0.4,2.1,1.1,0.5,16,84,89.6,36.5
Nene,2018,HOU,36,42,13,3.6,0.5,3.2,1.8,0.5,12.4,87.6,80.6,22.6
Nerlens Noel,2018,OKC,25,77,13.7,3,0.3,2.6,1.4,0.5,11.8,88.2,85.5,28.2
Nick Young,2018,DEN,34,4,9.3,0.3,0,0.3,0.3,0,0,100,100,0
Nicolas Batum,2018,CHA,30,75,31.4,1.8,0.1,1.7,1.1,0.3,5.1,94.9,92,25
